document_id,matter_id,document_type,received_at,received_via,is_required,is_missing
415-77-6532,32,passport_copy,11/21/20,phone789,FALSE,FALSE
589-05-3493,689,contract,6/20/22,phoneGHI,TRUE,FALSE
699-96-1393,883,correspondence,8/29/20,emailDEF,TRUE,FALSE
130-51-3727,226,evidence,3/16/29,phone456,TRUE,FALSE
421-10-8259,85,passport_copy,8/7/22,phone456,FALSE,FALSE
525-75-4217,466,invoice,7/27/27,whatsapp789,TRUE,TRUE
787-07-4045,924,evidence,12/27/23,phone456,FALSE,TRUE
182-22-8786,965,passport_copy,3/14/23,email456,TRUE,TRUE
823-24-6745,764,power_of_attorney,7/2/26,whatsapp789,FALSE,FALSE
716-66-7945,806,court_filing,6/10/23,whatsappABC,FALSE,FALSE
863-62-4940,269,contract,10/13/29,whatsapp789,TRUE,FALSE
665-31-5972,553,power_of_attorney,2/19/27,email456,FALSE,FALSE
461-53-7985,354,evidence,4/6/25,email123,TRUE,TRUE
546-50-6043,216,power_of_attorney,3/21/29,email456,TRUE,FALSE
171-37-3076,14,contract,9/4/20,email456,FALSE,FALSE
545-01-2670,41,power_of_attorney,3/4/29,email456,TRUE,TRUE
727-15-6099,711,invoice,12/7/25,phone789,TRUE,FALSE
726-10-6019,586,correspondence,9/17/25,whatsappABC,TRUE,FALSE
481-44-8467,658,court_filing,9/26/22,phone456,TRUE,FALSE
754-23-2281,323,court_filing,11/16/28,phoneGHI,TRUE,TRUE
358-76-3757,196,court_filing,4/26/29,whatsappABC,FALSE,FALSE
502-21-2549,544,contract,8/31/29,whatsapp789,TRUE,TRUE
166-27-9511,120,correspondence,9/27/27,phoneGHI,FALSE,FALSE
850-67-9873,9,contract,12/2/25,phoneGHI,FALSE,TRUE
605-34-0901,830,contract,10/28/20,email456,FALSE,FALSE
643-45-2836,607,invoice,7/4/23,email456,TRUE,FALSE
543-96-0259,371,contract,1/11/20,whatsapp123,FALSE,FALSE
508-74-7423,31,correspondence,12/21/22,phoneGHI,FALSE,TRUE
500-03-9966,681,power_of_attorney,7/1/21,phone789,FALSE,TRUE
253-99-5567,117,evidence,8/14/22,emailDEF,TRUE,TRUE
291-25-0394,596,invoice,1/12/23,phone456,TRUE,FALSE
616-24-8237,661,evidence,1/13/22,emailDEF,TRUE,FALSE
686-77-3617,51,correspondence,12/8/27,whatsappXYZ,FALSE,FALSE
178-96-2567,773,passport_copy,1/16/23,whatsapp123,TRUE,FALSE
130-51-3727,409,contract,9/27/29,whatsappXYZ,TRUE,TRUE
534-71-0381,769,passport_copy,10/29/20,whatsappABC,TRUE,TRUE
185-73-2447,624,evidence,11/26/20,whatsappABC,FALSE,TRUE
459-11-4951,466,correspondence,12/9/23,whatsapp789,TRUE,FALSE
856-74-3100,34,contract,12/3/24,email456,FALSE,TRUE
285-35-6355,855,correspondence,8/7/23,whatsappABC,TRUE,TRUE
810-32-6204,971,passport_copy,6/29/23,phone789,TRUE,TRUE
474-25-8478,416,correspondence,9/9/24,whatsappXYZ,FALSE,TRUE
796-17-5430,613,invoice,7/20/26,whatsapp123,FALSE,FALSE
472-37-6564,578,evidence,10/20/20,whatsapp789,FALSE,TRUE
186-26-7964,396,correspondence,11/2/22,phoneGHI,TRUE,TRUE
372-21-4141,334,invoice,6/23/29,whatsapp789,TRUE,TRUE
571-79-2579,384,correspondence,9/23/23,phone456,TRUE,TRUE
219-47-5641,662,invoice,3/17/28,email123,TRUE,FALSE
248-49-1032,262,invoice,10/8/27,whatsapp123,TRUE,FALSE
829-78-3552,20,power_of_attorney,4/3/29,emailDEF,FALSE,TRUE
672-64-5069,218,contract,10/27/29,emailDEF,FALSE,TRUE
143-24-3701,170,evidence,5/23/27,whatsapp789,TRUE,FALSE
200-52-0148,614,court_filing,5/9/24,whatsappABC,FALSE,TRUE
121-20-7455,419,contract,12/12/29,email456,FALSE,FALSE
357-14-0234,947,power_of_attorney,7/30/27,whatsappXYZ,FALSE,FALSE
183-56-4095,590,contract,1/18/22,phone456,TRUE,TRUE
231-35-3211,495,passport_copy,8/13/24,whatsappABC,TRUE,FALSE
744-34-1428,534,passport_copy,12/14/29,whatsapp789,TRUE,FALSE
264-20-3339,919,invoice,4/12/23,whatsappXYZ,FALSE,TRUE
272-58-3140,428,power_of_attorney,4/29/25,phone456,TRUE,FALSE
315-61-5674,305,invoice,5/4/25,emailDEF,TRUE,FALSE
146-43-0177,364,power_of_attorney,8/24/23,email123,TRUE,TRUE
183-57-5385,496,power_of_attorney,7/15/28,email123,FALSE,FALSE
530-51-7695,59,power_of_attorney,11/3/28,emailDEF,FALSE,FALSE
620-92-5309,940,power_of_attorney,9/19/26,whatsappABC,TRUE,FALSE
635-13-2026,334,correspondence,11/16/26,whatsapp789,FALSE,FALSE
863-80-5736,58,passport_copy,2/27/28,whatsappABC,TRUE,TRUE
452-85-0203,355,contract,3/13/21,emailDEF,FALSE,TRUE
144-05-6859,558,passport_copy,11/22/24,whatsappABC,FALSE,TRUE
408-88-2961,408,evidence,5/6/28,whatsapp123,FALSE,TRUE
693-61-1439,347,evidence,6/28/23,phone789,TRUE,FALSE
292-66-0130,74,power_of_attorney,7/24/21,phone456,FALSE,TRUE
221-06-8410,233,evidence,6/11/26,emailDEF,TRUE,FALSE
564-85-9094,114,court_filing,11/9/27,email456,FALSE,TRUE
495-18-8351,669,contract,7/1/24,whatsapp123,FALSE,TRUE
782-24-3595,59,court_filing,6/26/23,emailDEF,FALSE,FALSE
846-43-4980,680,correspondence,12/17/22,phoneGHI,TRUE,FALSE
402-47-4844,752,contract,9/30/20,phone456,FALSE,FALSE
317-96-8662,534,correspondence,4/3/22,whatsapp789,TRUE,FALSE
785-70-3915,882,invoice,2/16/23,whatsapp789,FALSE,TRUE
417-27-2079,544,evidence,10/6/25,whatsapp789,FALSE,TRUE
291-50-6753,159,court_filing,5/9/23,whatsappABC,FALSE,FALSE
652-59-7797,517,correspondence,6/12/20,whatsappABC,TRUE,TRUE
602-47-0147,951,correspondence,9/21/25,whatsapp789,TRUE,TRUE
201-40-5044,525,passport_copy,12/11/26,phone456,TRUE,TRUE
874-67-7377,180,invoice,5/3/22,whatsappABC,FALSE,FALSE
860-39-0305,744,evidence,12/18/21,email123,TRUE,FALSE
831-96-5109,83,power_of_attorney,1/22/26,phone456,FALSE,FALSE
644-13-8450,884,evidence,12/12/22,whatsappXYZ,FALSE,TRUE
143-02-0634,171,power_of_attorney,10/20/28,phone789,TRUE,FALSE
106-59-6313,539,court_filing,11/8/29,phone456,FALSE,TRUE
740-19-1873,202,invoice,7/23/24,whatsappXYZ,TRUE,FALSE
818-08-1276,847,court_filing,11/12/21,email123,FALSE,TRUE
271-49-0694,285,court_filing,12/2/29,phone789,FALSE,FALSE
257-46-7266,298,court_filing,10/26/24,whatsapp789,TRUE,TRUE
368-91-5627,713,evidence,4/7/25,phoneGHI,FALSE,FALSE
832-28-5151,858,correspondence,7/4/27,phoneGHI,FALSE,TRUE
646-97-6876,402,correspondence,6/14/24,whatsappXYZ,FALSE,TRUE
487-61-7788,776,invoice,11/23/27,email123,TRUE,TRUE
183-57-5385,694,invoice,3/13/28,whatsappXYZ,TRUE,TRUE
725-92-7374,797,power_of_attorney,3/10/21,whatsapp123,FALSE,TRUE
122-68-4541,595,contract,8/26/27,whatsappXYZ,FALSE,TRUE
401-07-7596,304,passport_copy,8/8/27,email456,FALSE,FALSE
823-06-0742,486,invoice,3/27/23,phone789,FALSE,FALSE
849-81-4883,9,evidence,9/27/27,phoneGHI,TRUE,FALSE
299-83-2206,980,power_of_attorney,4/20/29,whatsappXYZ,FALSE,FALSE
648-14-5319,987,evidence,9/13/24,whatsapp789,TRUE,FALSE
291-50-6753,869,passport_copy,3/1/28,whatsappXYZ,FALSE,FALSE
368-37-7906,224,correspondence,9/19/23,emailDEF,FALSE,FALSE
464-03-6000,876,court_filing,8/23/23,email123,FALSE,TRUE
158-01-1417,349,invoice,8/15/28,email456,TRUE,TRUE
267-13-9273,255,evidence,11/12/20,whatsapp123,TRUE,TRUE
118-29-3351,64,court_filing,5/4/28,whatsappABC,FALSE,FALSE
520-19-7861,603,correspondence,4/12/27,whatsapp123,TRUE,TRUE
163-36-5384,160,court_filing,12/15/26,email456,TRUE,TRUE
166-92-8181,841,contract,3/2/27,email456,TRUE,TRUE
425-66-6575,293,power_of_attorney,2/14/24,whatsappABC,TRUE,TRUE
737-62-5476,515,passport_copy,8/21/24,whatsappXYZ,FALSE,FALSE
598-10-8180,320,invoice,1/3/27,whatsappXYZ,FALSE,TRUE
597-66-9529,147,contract,3/4/27,phone456,FALSE,FALSE
451-91-2675,278,invoice,7/27/26,emailDEF,TRUE,FALSE
724-01-8146,549,contract,6/7/25,emailDEF,FALSE,TRUE
575-67-9480,671,power_of_attorney,6/18/23,whatsapp123,TRUE,TRUE
608-87-6648,74,passport_copy,3/21/23,phone456,FALSE,FALSE
140-05-5918,484,court_filing,7/22/28,phone789,TRUE,TRUE
148-90-8748,476,power_of_attorney,12/11/28,phone789,TRUE,FALSE
644-13-8450,52,evidence,5/17/20,email123,FALSE,FALSE
378-64-4730,771,passport_copy,5/5/28,email123,TRUE,FALSE
410-86-0703,968,passport_copy,11/5/24,whatsappXYZ,FALSE,FALSE
661-98-3879,157,evidence,9/5/22,emailDEF,FALSE,TRUE
570-67-9560,84,passport_copy,5/14/25,phone456,TRUE,TRUE
533-48-9413,394,invoice,2/16/28,email456,TRUE,FALSE
564-68-2432,210,correspondence,4/22/24,whatsapp123,FALSE,TRUE
712-76-0644,429,correspondence,11/13/23,whatsapp789,FALSE,FALSE
582-89-3957,446,power_of_attorney,3/19/29,whatsappABC,TRUE,TRUE
417-27-2079,226,passport_copy,11/1/27,phone456,TRUE,TRUE
166-27-9511,896,court_filing,7/13/23,emailDEF,TRUE,FALSE
782-19-4869,993,contract,12/6/24,whatsappABC,TRUE,TRUE
787-24-2503,747,evidence,12/16/28,phoneGHI,TRUE,TRUE
231-31-5351,519,passport_copy,6/19/24,whatsapp789,FALSE,FALSE
709-23-5743,364,power_of_attorney,11/21/22,email123,FALSE,FALSE
760-43-7361,347,passport_copy,8/25/27,phone789,FALSE,TRUE
641-42-9913,887,court_filing,5/7/22,phone789,FALSE,TRUE
497-26-1006,575,invoice,1/30/25,phoneGHI,FALSE,TRUE
819-30-9179,671,correspondence,1/15/25,whatsapp123,TRUE,FALSE
457-58-1265,149,correspondence,9/14/23,whatsappABC,FALSE,TRUE
670-69-7199,111,correspondence,11/13/29,email456,TRUE,FALSE
569-22-4227,205,power_of_attorney,6/14/27,phone789,TRUE,TRUE
238-71-6781,926,passport_copy,8/29/24,phoneGHI,TRUE,TRUE
524-92-5467,260,correspondence,7/22/28,whatsapp123,FALSE,FALSE
829-34-4443,708,power_of_attorney,5/22/25,whatsappXYZ,FALSE,FALSE
840-77-0315,613,passport_copy,10/14/28,whatsapp123,FALSE,TRUE
742-45-0997,186,contract,3/28/20,phone789,FALSE,FALSE
490-09-4699,457,invoice,5/19/26,phone789,FALSE,FALSE
608-85-8748,206,court_filing,9/21/28,email123,TRUE,FALSE
227-02-0599,365,evidence,12/22/22,email456,TRUE,TRUE
444-43-4666,612,correspondence,9/21/28,emailDEF,FALSE,TRUE
501-32-1215,655,power_of_attorney,7/28/25,whatsappABC,TRUE,TRUE
115-61-3616,764,contract,10/16/29,whatsapp789,FALSE,FALSE
689-64-6637,1,power_of_attorney,3/13/29,email456,TRUE,FALSE
787-07-4045,966,correspondence,6/29/22,whatsapp789,FALSE,FALSE
417-46-8668,489,passport_copy,10/19/29,whatsappABC,TRUE,FALSE
183-57-5385,70,correspondence,7/16/29,emailDEF,FALSE,TRUE
570-56-3768,196,passport_copy,12/12/26,whatsappABC,TRUE,TRUE
122-68-4541,758,evidence,7/2/21,phone456,TRUE,FALSE
753-90-1730,37,correspondence,9/27/22,phoneGHI,TRUE,TRUE
152-37-6006,877,court_filing,6/25/20,whatsappXYZ,FALSE,TRUE
704-06-5657,665,evidence,11/6/25,emailDEF,FALSE,FALSE
752-15-0250,944,power_of_attorney,8/26/25,emailDEF,TRUE,FALSE
714-31-0316,906,invoice,8/13/22,email123,TRUE,TRUE
368-95-6178,761,power_of_attorney,7/1/29,whatsappABC,FALSE,FALSE
175-30-5365,832,evidence,8/24/20,phone456,TRUE,FALSE
781-01-1656,459,evidence,12/25/21,email123,FALSE,TRUE
277-72-9416,71,evidence,6/18/29,whatsappXYZ,FALSE,FALSE
716-66-7945,657,court_filing,1/18/26,phone789,FALSE,FALSE
602-38-9431,201,invoice,5/30/26,whatsappABC,TRUE,FALSE
210-57-8590,896,passport_copy,6/30/29,emailDEF,FALSE,FALSE
877-45-7459,980,power_of_attorney,9/30/26,whatsappXYZ,TRUE,TRUE
677-66-3050,57,power_of_attorney,2/24/28,email456,TRUE,TRUE
350-50-9384,62,court_filing,11/23/24,whatsapp789,TRUE,FALSE
570-67-9560,651,correspondence,8/29/26,whatsapp789,TRUE,TRUE
450-35-4504,64,contract,10/5/24,whatsappABC,FALSE,TRUE
608-05-4808,360,court_filing,5/13/26,emailDEF,FALSE,FALSE
622-42-2088,29,correspondence,8/3/24,phone789,FALSE,FALSE
785-29-1337,829,invoice,3/1/23,whatsapp789,FALSE,FALSE
227-22-7917,172,contract,5/4/20,whatsappABC,FALSE,FALSE
197-77-9303,702,contract,7/31/24,phone789,TRUE,FALSE
315-61-5674,41,contract,7/15/22,email456,TRUE,TRUE
741-12-5818,227,passport_copy,6/30/22,whatsappABC,TRUE,FALSE
611-60-2184,868,invoice,10/31/26,whatsapp123,TRUE,TRUE
461-19-1359,580,court_filing,10/31/27,whatsapp123,TRUE,FALSE
103-48-1292,338,invoice,6/26/25,email456,FALSE,FALSE
802-99-4816,589,contract,10/19/26,emailDEF,TRUE,FALSE
278-26-9912,181,evidence,5/29/20,phoneGHI,FALSE,TRUE
533-48-9413,886,power_of_attorney,10/14/24,emailDEF,TRUE,TRUE
357-63-6582,602,contract,8/18/22,phone456,FALSE,TRUE
787-07-4045,437,correspondence,1/13/21,phoneGHI,TRUE,FALSE
727-15-6099,961,correspondence,6/15/29,whatsapp789,TRUE,FALSE
453-99-4173,798,power_of_attorney,9/14/21,email456,FALSE,TRUE
451-91-2675,936,passport_copy,7/29/20,phone456,TRUE,TRUE
574-85-6811,175,power_of_attorney,1/30/24,email456,TRUE,FALSE
782-19-4869,926,correspondence,11/30/27,phoneGHI,TRUE,TRUE
356-02-2840,357,evidence,11/21/23,whatsappXYZ,FALSE,FALSE
768-07-7907,208,passport_copy,5/8/22,whatsapp789,FALSE,TRUE
330-09-6166,912,court_filing,2/19/22,emailDEF,TRUE,TRUE
356-13-1678,215,correspondence,7/1/24,email123,FALSE,TRUE
140-99-0860,170,power_of_attorney,8/17/26,whatsapp789,FALSE,TRUE
870-66-2502,825,invoice,5/10/21,phone456,TRUE,TRUE
596-96-8528,794,invoice,1/3/27,email123,FALSE,TRUE
265-04-7814,577,invoice,1/27/22,phoneGHI,TRUE,FALSE
600-77-4492,298,invoice,12/13/25,whatsapp789,FALSE,TRUE
144-97-1909,97,evidence,7/15/26,whatsapp789,TRUE,TRUE
343-01-1938,945,court_filing,9/18/21,email456,FALSE,TRUE
237-06-2756,406,power_of_attorney,2/10/28,phone456,TRUE,FALSE
670-07-0220,571,passport_copy,7/1/22,phone789,FALSE,TRUE
449-73-3936,410,contract,11/3/24,whatsapp123,TRUE,TRUE
392-03-9980,456,contract,7/5/20,phoneGHI,FALSE,FALSE
220-31-5486,291,power_of_attorney,3/12/26,whatsappABC,TRUE,TRUE
838-59-3731,847,court_filing,2/5/27,email123,FALSE,TRUE
304-53-5467,661,invoice,6/14/25,emailDEF,TRUE,FALSE
440-49-7405,427,evidence,10/18/22,phoneGHI,TRUE,TRUE
646-97-6876,826,passport_copy,6/28/25,phone789,FALSE,TRUE
517-16-5968,379,correspondence,2/16/20,email123,TRUE,TRUE
115-61-3616,32,contract,11/6/27,phone789,TRUE,TRUE
279-37-7005,927,passport_copy,12/29/27,email456,FALSE,TRUE
156-04-5531,692,contract,3/5/28,email123,FALSE,FALSE
175-30-5365,698,passport_copy,12/23/29,phone789,TRUE,TRUE
776-19-9447,262,contract,8/29/21,whatsapp123,FALSE,TRUE
152-93-9172,591,evidence,3/2/25,whatsappXYZ,TRUE,TRUE
525-75-4217,103,power_of_attorney,10/3/20,whatsappABC,TRUE,FALSE
860-39-0305,704,court_filing,11/28/22,whatsapp123,TRUE,TRUE
884-25-7279,164,correspondence,2/23/23,phoneGHI,TRUE,FALSE
863-62-4940,533,power_of_attorney,1/6/20,email456,FALSE,TRUE
217-34-3037,987,power_of_attorney,1/4/28,whatsapp789,FALSE,FALSE
537-77-6159,190,court_filing,9/15/29,phoneGHI,FALSE,TRUE
413-76-4608,873,evidence,7/11/28,whatsappABC,FALSE,TRUE
848-74-8387,927,correspondence,8/25/22,email456,TRUE,TRUE
809-93-1187,629,power_of_attorney,5/7/25,whatsapp789,TRUE,TRUE
411-94-9150,507,invoice,5/9/28,emailDEF,FALSE,FALSE
703-45-1577,903,evidence,5/4/20,emailDEF,TRUE,FALSE
326-92-6284,888,power_of_attorney,9/19/22,phone456,FALSE,FALSE
602-30-0472,614,evidence,4/27/25,whatsappABC,FALSE,FALSE
505-05-0127,477,power_of_attorney,5/10/28,phoneGHI,TRUE,FALSE
114-54-7562,9,passport_copy,5/11/27,phoneGHI,TRUE,FALSE
659-65-4864,39,invoice,8/9/21,email456,FALSE,FALSE
380-20-5453,50,passport_copy,9/26/29,phone789,FALSE,FALSE
705-32-3799,397,invoice,7/9/20,email456,TRUE,FALSE
266-47-9754,17,passport_copy,3/3/20,whatsappXYZ,FALSE,TRUE
889-56-2241,945,passport_copy,9/8/25,email456,FALSE,FALSE
546-50-6043,953,contract,3/27/24,email123,FALSE,FALSE
337-96-1117,525,court_filing,1/12/29,phone456,TRUE,TRUE
409-35-1441,500,passport_copy,12/4/24,whatsapp789,TRUE,FALSE
265-36-3652,587,evidence,1/16/28,phoneGHI,TRUE,FALSE
537-85-3583,181,power_of_attorney,12/13/24,phoneGHI,TRUE,FALSE
663-69-4069,145,correspondence,3/12/21,whatsapp789,FALSE,TRUE
636-49-1175,206,correspondence,2/24/27,email123,TRUE,TRUE
299-75-7920,950,invoice,10/29/29,whatsapp789,TRUE,FALSE
132-53-3054,257,evidence,7/25/24,emailDEF,FALSE,FALSE
268-88-2542,724,correspondence,10/9/21,whatsappABC,TRUE,FALSE
306-99-4604,585,invoice,10/25/27,phone789,TRUE,FALSE
585-73-7355,161,evidence,3/14/24,phoneGHI,FALSE,TRUE
305-74-3972,507,correspondence,11/23/21,emailDEF,FALSE,FALSE
409-32-0269,289,correspondence,11/20/27,whatsapp123,FALSE,TRUE
139-96-9671,148,evidence,11/23/29,whatsappABC,TRUE,FALSE
605-34-0901,702,correspondence,3/13/25,phone789,TRUE,FALSE
521-25-0358,983,passport_copy,7/22/29,whatsapp789,FALSE,FALSE
313-85-6931,687,power_of_attorney,2/26/20,phoneGHI,TRUE,FALSE
638-66-6030,574,court_filing,7/28/20,whatsappXYZ,FALSE,FALSE
109-80-4328,889,passport_copy,7/21/21,phone789,TRUE,FALSE
584-86-8494,769,correspondence,11/29/22,whatsappABC,TRUE,FALSE
304-53-5467,813,evidence,5/28/20,emailDEF,TRUE,TRUE
786-78-5397,585,contract,6/18/28,phone789,TRUE,FALSE
137-13-5127,816,passport_copy,10/31/24,whatsappABC,TRUE,TRUE
843-75-0406,939,court_filing,5/16/27,phoneGHI,FALSE,FALSE
710-79-6903,349,court_filing,8/6/26,email456,TRUE,FALSE
510-97-0949,318,invoice,5/5/23,phoneGHI,TRUE,TRUE
322-64-9835,367,passport_copy,5/6/22,whatsapp123,FALSE,FALSE
781-82-4022,133,evidence,7/1/27,phone789,FALSE,TRUE
723-15-3522,472,contract,5/10/22,email123,TRUE,FALSE
201-40-5044,16,evidence,5/5/21,whatsappXYZ,FALSE,TRUE
124-46-1848,759,contract,2/18/23,whatsapp789,TRUE,FALSE
787-24-2503,761,court_filing,8/4/26,whatsappABC,TRUE,FALSE
273-54-2067,426,passport_copy,4/28/20,whatsappXYZ,TRUE,TRUE
659-65-4864,294,evidence,9/11/21,whatsappABC,FALSE,FALSE
116-76-6708,275,power_of_attorney,8/24/23,email456,FALSE,TRUE
521-25-0358,93,court_filing,8/29/23,whatsappXYZ,TRUE,TRUE
247-52-1911,209,invoice,1/3/22,whatsappABC,TRUE,FALSE
208-62-9097,277,contract,1/10/23,phone456,TRUE,TRUE
498-77-7210,128,power_of_attorney,4/3/22,phone789,FALSE,FALSE
873-28-9366,967,evidence,10/29/26,whatsapp123,FALSE,TRUE
375-04-2770,485,invoice,2/7/26,whatsappABC,TRUE,TRUE
809-08-9863,554,evidence,8/31/25,email123,TRUE,FALSE
378-64-4730,552,contract,3/23/29,whatsapp123,TRUE,TRUE
811-88-6014,916,power_of_attorney,10/14/26,email123,TRUE,TRUE
473-29-7534,648,evidence,8/17/27,email456,TRUE,TRUE
852-57-9616,140,evidence,6/5/28,whatsapp123,TRUE,FALSE
183-56-4095,879,contract,3/9/21,whatsapp789,FALSE,FALSE
844-19-7180,550,evidence,1/13/25,email456,FALSE,FALSE
590-86-1773,705,passport_copy,7/18/24,whatsappXYZ,FALSE,TRUE
846-43-4980,77,correspondence,9/9/24,email123,FALSE,FALSE
623-29-0672,801,court_filing,6/7/24,emailDEF,FALSE,TRUE
570-51-6928,928,court_filing,3/25/22,email123,FALSE,FALSE
227-02-0599,957,power_of_attorney,1/6/23,email456,TRUE,TRUE
716-40-6841,832,invoice,11/4/25,phone456,TRUE,TRUE
452-85-0203,971,correspondence,3/3/24,phone789,TRUE,TRUE
393-52-1229,585,correspondence,10/9/26,phone789,FALSE,FALSE
813-60-5268,500,evidence,8/26/21,whatsapp789,TRUE,TRUE
209-67-1112,489,evidence,1/11/29,whatsappABC,FALSE,TRUE
823-24-6745,672,evidence,4/9/22,email456,TRUE,FALSE
502-21-2549,899,contract,1/14/25,email456,FALSE,TRUE
151-24-3719,69,evidence,2/12/28,whatsapp123,TRUE,FALSE
546-50-6043,696,court_filing,6/17/20,email456,TRUE,FALSE
640-24-0743,413,correspondence,6/5/29,phoneGHI,TRUE,FALSE
399-58-2685,969,power_of_attorney,11/18/22,phone789,FALSE,FALSE
143-02-0634,985,contract,7/25/29,whatsapp789,TRUE,TRUE
875-18-2193,7,invoice,8/23/21,whatsapp123,FALSE,TRUE
641-49-5467,31,contract,3/30/22,phoneGHI,FALSE,FALSE
808-72-6496,358,invoice,3/14/23,whatsappABC,FALSE,FALSE
706-59-8978,454,court_filing,7/7/22,phone456,TRUE,TRUE
582-72-6270,895,correspondence,7/13/22,email123,TRUE,TRUE
299-75-7920,795,invoice,9/18/25,phone456,TRUE,TRUE
101-63-5285,442,contract,9/7/24,whatsapp123,TRUE,TRUE
463-54-7560,538,passport_copy,1/14/20,emailDEF,TRUE,FALSE
345-92-4319,187,power_of_attorney,7/15/21,email123,FALSE,FALSE
468-51-8968,570,evidence,10/16/27,phone789,FALSE,FALSE
806-80-1927,930,invoice,9/19/22,emailDEF,FALSE,TRUE
380-93-5110,970,invoice,5/14/20,email123,FALSE,TRUE
264-96-9525,860,correspondence,7/3/23,phone789,TRUE,FALSE
743-61-6454,906,correspondence,3/9/24,email123,TRUE,FALSE
842-77-3870,980,contract,11/23/23,whatsappXYZ,FALSE,TRUE
174-32-7244,132,power_of_attorney,2/4/29,emailDEF,TRUE,FALSE
849-81-4883,856,correspondence,10/20/23,whatsappXYZ,TRUE,FALSE
145-22-1442,876,invoice,6/18/26,email123,TRUE,FALSE
255-23-5440,298,power_of_attorney,11/19/25,whatsapp789,FALSE,TRUE
527-16-9550,484,correspondence,11/9/23,phone789,TRUE,FALSE
855-68-5642,710,passport_copy,11/12/22,emailDEF,FALSE,FALSE
334-26-1028,476,evidence,10/18/24,phone789,TRUE,FALSE
644-92-4025,422,power_of_attorney,3/29/23,phone789,TRUE,FALSE
409-35-1441,318,invoice,2/10/20,phoneGHI,TRUE,TRUE
534-71-0381,627,court_filing,9/18/23,phoneGHI,FALSE,FALSE
652-59-7797,422,correspondence,3/27/26,phone789,FALSE,TRUE
768-28-3288,35,correspondence,11/17/22,emailDEF,TRUE,TRUE
855-68-5642,957,passport_copy,6/12/24,email456,TRUE,TRUE
763-12-1735,556,passport_copy,11/24/23,whatsapp123,TRUE,FALSE
439-95-3243,388,passport_copy,7/10/22,emailDEF,FALSE,FALSE
768-28-3288,504,contract,2/21/23,email456,TRUE,TRUE
476-36-7469,312,contract,8/17/28,phone789,FALSE,FALSE
449-73-3936,806,evidence,7/13/25,whatsappABC,FALSE,FALSE
624-90-8259,975,invoice,9/2/26,email123,TRUE,TRUE
887-38-5449,381,invoice,1/8/23,whatsappABC,TRUE,FALSE
281-97-2520,288,invoice,5/18/22,whatsapp123,FALSE,TRUE
372-21-4141,973,invoice,5/6/27,whatsapp123,FALSE,FALSE
106-86-1282,96,passport_copy,8/19/23,whatsapp123,TRUE,FALSE
875-18-2193,714,power_of_attorney,11/9/20,whatsappABC,TRUE,TRUE
815-26-3442,225,court_filing,4/11/20,whatsappABC,FALSE,FALSE
168-88-3139,921,contract,4/15/23,phone789,TRUE,FALSE
867-82-6671,85,power_of_attorney,10/12/23,phone456,TRUE,FALSE
137-13-5127,181,correspondence,10/6/27,phoneGHI,FALSE,TRUE
174-32-7244,10,invoice,2/28/25,email123,TRUE,TRUE
815-26-3442,105,passport_copy,9/1/27,whatsappXYZ,FALSE,TRUE
294-51-1143,735,correspondence,11/26/26,whatsapp123,TRUE,TRUE
782-19-4869,40,invoice,11/24/27,email456,FALSE,TRUE
533-12-3774,696,court_filing,10/26/21,email456,FALSE,FALSE
617-11-6752,152,court_filing,1/12/21,email123,FALSE,FALSE
665-31-5972,916,evidence,1/16/29,email123,FALSE,FALSE
888-60-5543,727,court_filing,4/10/22,whatsapp789,TRUE,TRUE
267-13-9273,703,contract,1/26/24,email123,TRUE,TRUE
234-40-8327,301,invoice,9/28/20,whatsappXYZ,TRUE,FALSE
573-99-5410,607,passport_copy,11/25/29,email456,TRUE,FALSE
266-47-9754,63,contract,9/23/22,emailDEF,FALSE,FALSE
403-34-1762,61,evidence,7/11/20,phone456,FALSE,FALSE
672-63-6318,384,power_of_attorney,1/26/27,phone456,FALSE,FALSE
178-96-2567,58,correspondence,4/15/24,whatsappABC,TRUE,TRUE
703-42-6633,656,contract,7/5/22,email456,FALSE,TRUE
425-67-0977,288,court_filing,8/8/27,whatsapp123,TRUE,FALSE
278-26-9912,342,contract,2/11/21,email456,FALSE,FALSE
775-52-4460,770,court_filing,11/15/25,phone789,FALSE,TRUE
584-75-8671,614,evidence,7/17/22,whatsappABC,TRUE,TRUE
370-61-3043,362,court_filing,1/12/28,email456,TRUE,TRUE
738-70-9740,613,contract,2/11/25,whatsapp123,FALSE,TRUE
347-14-6144,887,court_filing,6/30/27,phone789,FALSE,FALSE
564-66-2835,205,court_filing,4/7/21,phone789,TRUE,FALSE
219-28-4386,567,evidence,7/12/22,phoneGHI,FALSE,FALSE
874-67-7377,667,contract,4/24/27,whatsapp789,FALSE,FALSE
657-27-5128,959,contract,12/20/25,email456,FALSE,FALSE
818-08-1276,531,court_filing,5/1/21,whatsappABC,FALSE,FALSE
350-50-9384,648,passport_copy,12/5/29,email456,TRUE,TRUE
533-12-3774,973,passport_copy,4/11/29,whatsapp123,FALSE,TRUE
572-66-8508,882,passport_copy,6/28/20,whatsapp789,TRUE,FALSE
590-86-1773,193,correspondence,9/27/22,whatsapp123,TRUE,TRUE
440-49-7405,328,passport_copy,3/10/23,whatsapp789,FALSE,TRUE
422-35-0931,895,evidence,7/5/20,email123,TRUE,TRUE
