matter_id,client_id,consultation_id,matter_type,origin_channel,oppened_at,current_stage,responsible_lawyer_id,total_fee_agreed ,contract_signed,power_of_attorney_signed ,documents_complete,closed_at,outcome
247,51,61,real estate,email,1/27/21,pending review,247,4525.25,FALSE,FALSE,FALSE,11/2/17,completed
248,722,416,administrative,whatsapp,2/17/19,rejected,248,4566.8,FALSE,FALSE,TRUE,9/2/18,cancelled
249,432,278,criminal,whatsapp,12/5/29,approved,249,2281.1,FALSE,FALSE,TRUE,8/21/28,ongoing
250,279,750,administrative,phone,3/16/24,awaiting response,250,1828.48,FALSE,FALSE,TRUE,11/22/20,ongoing
251,34,267,administrative,phone,7/21/27,on hold,251,3153.77,TRUE,FALSE,TRUE,3/2/20,ongoing
252,306,732,commercial,whatsapp,4/23/22,delayed,252,3543.39,FALSE,TRUE,TRUE,12/12/26,settled
253,407,312,labor,whatsapp,12/24/20,under investigation,253,3419.05,FALSE,TRUE,FALSE,5/31/19,lost_case
254,260,172,labor,whatsapp,12/6/26,in process,254,223.11,FALSE,TRUE,FALSE,10/24/26,completed
255,815,201,labor,whatsapp,2/11/22,under review,255,3411.47,FALSE,FALSE,FALSE,2/24/16,lost_case
256,879,966,contract review,phone,7/31/30,on hold,256,3299.67,TRUE,FALSE,TRUE,6/10/16,office_declined
257,688,869,administrative,email,7/16/17,rejected,257,4868.93,TRUE,TRUE,FALSE,5/3/18,in_progress
258,537,344,labor,phone,2/5/15,in process,258,1750.03,TRUE,TRUE,FALSE,11/8/26,client_withdrew
259,218,287,contract review,phone,1/17/29,under review,259,1174.96,TRUE,FALSE,TRUE,8/25/27,cancelled
260,460,189,administrative,whatsapp,9/19/30,under review,260,351.87,FALSE,FALSE,FALSE,1/5/24,cancelled
261,919,777,consultation only service,whatsapp,8/24/15,under review,261,2898.03,TRUE,TRUE,TRUE,10/14/21,ongoing
262,394,601,immigration,whatsapp,8/1/29,completed,262,1319.94,TRUE,FALSE,TRUE,12/2/28,client_withdrew
263,353,387,labor,phone,6/27/17,under investigation,263,448.68,TRUE,FALSE,TRUE,12/26/23,in_progress
264,995,502,contract review,email,10/2/29,under investigation,264,490.37,FALSE,TRUE,TRUE,10/13/29,resolved
265,978,651,real estate,phone,11/24/18,completed,265,1371.59,TRUE,FALSE,TRUE,9/23/20,accepted
266,948,323,real estate,whatsapp,11/10/28,pending,266,3488.39,TRUE,TRUE,TRUE,9/23/25,client_withdrew
267,68,625,real estate,whatsapp,1/23/18,rejected,267,2241.63,FALSE,FALSE,TRUE,3/27/23,accepted
268,114,479,administrative,whatsapp,12/9/24,completed,268,3891.05,FALSE,FALSE,TRUE,6/15/17,resolved
269,696,566,administrative,whatsapp,6/5/29,completed,269,3605,TRUE,TRUE,TRUE,5/27/15,cancelled
270,992,905,consultation only service,phone,11/20/16,under review,270,1317.82,TRUE,TRUE,FALSE,8/19/22,settled
271,777,96,commercial,email,3/19/29,under investigation,271,1781.37,FALSE,FALSE,FALSE,12/27/15,completed
272,457,638,labor,phone,5/14/26,pending,272,4271.3,TRUE,TRUE,TRUE,3/4/21,cancelled
273,608,753,contract review,whatsapp,4/13/29,on hold,273,4873.1,TRUE,FALSE,FALSE,2/10/26,lost_case
274,107,369,criminal,phone,8/26/27,under review,274,4505.7,FALSE,FALSE,TRUE,10/22/15,lost_case
275,955,463,commercial,email,2/11/18,completed,275,2545.35,TRUE,FALSE,TRUE,1/22/22,in_progress
276,514,107,family,phone,8/16/25,in progress,276,4323.49,TRUE,TRUE,FALSE,5/10/26,cancelled
277,735,987,real estate,phone,2/9/19,finalized,277,2825.41,TRUE,FALSE,FALSE,12/1/20,resolved
278,827,349,commercial,email,12/21/30,pending review,278,3201.23,FALSE,TRUE,TRUE,7/14/30,completed
279,819,958,consultation only service,whatsapp,11/25/25,in progress,279,1275.6,TRUE,FALSE,TRUE,12/8/30,office_declined
280,887,788,labor,phone,9/13/24,in progress,280,955.18,FALSE,TRUE,FALSE,2/4/28,accepted
281,659,626,criminal,whatsapp,9/15/16,delayed,281,2599.77,FALSE,TRUE,TRUE,11/21/21,cancelled
282,584,232,contract review,whatsapp,6/1/27,pending review,282,720.62,FALSE,TRUE,FALSE,10/13/24,client_withdrew
283,205,235,civil,email,11/13/22,delayed,283,4552.17,TRUE,TRUE,TRUE,11/22/23,accepted
284,652,45,immigration,whatsapp,7/17/16,in process,284,2031.64,TRUE,TRUE,FALSE,12/29/21,settled
285,817,128,civil,phone,11/6/27,under review,285,3553.59,FALSE,FALSE,FALSE,2/12/24,cancelled
286,14,919,commercial,whatsapp,4/20/24,pending review,286,4951.26,TRUE,TRUE,TRUE,2/28/22,resolved
287,638,185,immigration,whatsapp,12/29/30,approved,287,2954,TRUE,TRUE,FALSE,6/26/26,settled
288,511,854,immigration,whatsapp,7/18/24,awaiting response,288,4133.09,FALSE,TRUE,TRUE,9/25/27,settled
289,764,637,labor,whatsapp,3/11/30,pending approval,289,4342.91,FALSE,FALSE,TRUE,8/9/27,settled
290,475,846,immigration,whatsapp,7/8/16,reviewing,290,2089.73,TRUE,FALSE,FALSE,1/17/28,accepted
291,839,620,real estate,whatsapp,6/10/27,awaiting response,291,774.25,FALSE,FALSE,TRUE,6/29/20,accepted
292,928,298,criminal,email,12/4/24,under review,292,2289.48,TRUE,FALSE,TRUE,8/6/28,completed
293,463,341,criminal,whatsapp,10/9/18,approved,293,4344.47,FALSE,FALSE,FALSE,1/23/20,office_declined
294,687,647,real estate,whatsapp,10/4/26,on hold,294,4481.56,FALSE,FALSE,FALSE,8/26/27,cancelled
295,846,391,civil,whatsapp,4/8/19,reviewing,295,867.76,TRUE,FALSE,FALSE,7/14/24,in_progress
296,154,270,family,email,12/16/22,under investigation,296,3406.21,TRUE,TRUE,FALSE,1/20/24,office_declined
297,537,537,administrative,phone,11/17/17,delayed,297,4099.58,TRUE,TRUE,TRUE,11/4/19,completed
298,260,316,family,whatsapp,8/6/27,pending approval,298,1263.27,TRUE,TRUE,TRUE,5/30/29,in_progress
299,43,308,administrative,email,11/11/30,pending review,299,4303.56,FALSE,FALSE,FALSE,12/4/15,client_withdrew
300,338,738,contract review,whatsapp,5/23/28,in process,300,4190.38,FALSE,FALSE,FALSE,12/12/30,ongoing
301,386,159,administrative,whatsapp,6/2/23,pending,301,4101.85,TRUE,FALSE,TRUE,12/9/18,accepted
302,361,884,family,phone,9/6/25,completed,302,690.88,TRUE,FALSE,TRUE,4/4/26,settled
303,767,887,commercial,email,4/18/21,awaiting response,303,1543.38,FALSE,FALSE,FALSE,4/26/29,accepted
304,433,759,labor,email,12/22/26,on hold,304,2117.83,FALSE,TRUE,FALSE,3/14/24,completed
305,81,516,commercial,email,6/29/22,awaiting response,305,4080.8,TRUE,FALSE,TRUE,5/25/17,completed
306,454,484,commercial,phone,1/30/22,pending review,306,1679.45,TRUE,FALSE,TRUE,1/3/30,office_declined
307,1000,921,immigration,email,8/8/28,pending,307,779.3,FALSE,TRUE,TRUE,5/18/22,ongoing
308,406,699,consultation only service,whatsapp,12/8/19,on hold,308,1197.57,TRUE,TRUE,FALSE,10/29/21,office_declined
309,106,176,administrative,whatsapp,1/10/16,pending review,309,3596.92,TRUE,FALSE,TRUE,7/14/17,ongoing
310,828,825,criminal,phone,4/11/16,under review,310,3854.38,FALSE,FALSE,FALSE,4/21/28,settled
311,485,186,criminal,email,3/4/29,rejected,311,559.24,FALSE,TRUE,TRUE,6/25/15,ongoing
312,65,348,civil,phone,11/9/30,completed,312,1970.77,FALSE,FALSE,FALSE,8/21/26,ongoing
313,848,44,immigration,phone,10/20/23,delayed,313,2970.1,FALSE,FALSE,TRUE,9/14/27,cancelled
314,856,839,contract review,phone,11/12/24,on hold,314,2736.99,FALSE,TRUE,FALSE,2/28/26,client_withdrew
315,533,176,contract review,email,7/19/20,awaiting response,315,457.62,TRUE,FALSE,FALSE,8/19/21,completed
316,427,652,criminal,phone,4/26/27,reviewing,316,4224.56,TRUE,TRUE,TRUE,5/12/18,settled
317,173,111,labor,whatsapp,2/3/27,under investigation,317,909.99,FALSE,TRUE,TRUE,5/24/30,cancelled
318,429,796,criminal,phone,10/16/18,in progress,318,2383.11,FALSE,FALSE,FALSE,12/22/23,lost_case
319,262,374,civil,email,7/18/21,on hold,319,2427.33,FALSE,FALSE,TRUE,2/17/16,resolved
320,155,491,contract review,whatsapp,4/21/23,on hold,320,4669.35,TRUE,TRUE,TRUE,11/27/19,client_withdrew
321,493,25,immigration,email,5/24/21,finalized,321,3017.46,TRUE,FALSE,TRUE,3/9/29,in_progress
322,367,720,civil,email,10/31/29,awaiting response,322,3198.41,FALSE,TRUE,FALSE,6/15/22,settled
323,639,985,real estate,phone,2/23/15,in progress,323,1245.75,FALSE,FALSE,FALSE,6/27/19,in_progress
324,899,965,real estate,whatsapp,3/28/25,finalized,324,4933.34,TRUE,FALSE,TRUE,8/14/25,client_withdrew
325,323,350,consultation only service,phone,12/12/26,pending review,325,2284.57,FALSE,FALSE,TRUE,2/1/21,ongoing
326,41,215,administrative,phone,10/14/19,completed,326,1497.05,FALSE,TRUE,FALSE,8/23/27,accepted
327,240,40,labor,whatsapp,7/24/21,under review,327,3186.64,TRUE,TRUE,FALSE,8/29/26,cancelled
328,140,301,labor,whatsapp,4/26/23,awaiting response,328,1521.96,FALSE,TRUE,TRUE,5/11/16,completed
329,600,47,labor,phone,4/8/26,under investigation,329,4870.17,TRUE,TRUE,FALSE,9/17/29,office_declined
330,876,756,contract review,phone,1/25/21,pending,330,3856.68,TRUE,FALSE,FALSE,12/8/20,cancelled
331,110,119,contract review,whatsapp,1/15/17,approved,331,2179.75,FALSE,FALSE,TRUE,6/13/30,office_declined
332,434,424,immigration,email,7/9/29,on hold,332,4563.26,FALSE,FALSE,FALSE,1/19/24,client_withdrew
333,909,22,commercial,phone,9/30/23,awaiting response,333,1534.84,FALSE,TRUE,FALSE,2/9/29,settled
334,635,751,criminal,whatsapp,3/17/28,under investigation,334,3339.93,FALSE,TRUE,FALSE,2/21/24,settled
335,136,527,real estate,phone,6/30/16,pending approval,335,3551.44,FALSE,FALSE,TRUE,3/31/25,settled
336,641,22,criminal,whatsapp,8/26/21,awaiting response,336,1892.68,FALSE,FALSE,TRUE,7/15/20,office_declined
337,460,874,civil,email,1/28/15,finalized,337,3858.92,TRUE,FALSE,FALSE,12/2/24,accepted
338,632,662,family,email,10/31/26,in process,338,999.19,FALSE,FALSE,FALSE,11/16/28,in_progress
339,684,807,consultation only service,whatsapp,8/28/28,completed,339,2353.69,TRUE,TRUE,TRUE,1/11/19,completed
340,590,544,consultation only service,whatsapp,12/20/15,pending review,340,824.48,TRUE,TRUE,TRUE,2/20/29,resolved
341,938,469,criminal,phone,12/21/23,delayed,341,3599.67,TRUE,TRUE,FALSE,7/26/25,accepted
342,339,85,civil,email,7/21/22,in progress,342,1246.07,TRUE,TRUE,FALSE,8/30/25,lost_case
343,571,148,real estate,whatsapp,2/4/22,completed,343,1385.87,FALSE,FALSE,FALSE,3/5/26,lost_case
344,259,453,contract review,whatsapp,5/23/18,finalized,344,278.39,TRUE,TRUE,TRUE,6/22/20,office_declined
345,941,462,consultation only service,whatsapp,4/7/19,finalized,345,4250.84,FALSE,TRUE,TRUE,2/29/16,office_declined
346,356,458,commercial,email,1/5/26,on hold,346,4975.99,FALSE,TRUE,TRUE,2/19/21,resolved
347,748,129,commercial,phone,4/18/16,finalized,347,405.72,TRUE,TRUE,TRUE,1/13/23,in_progress
348,53,693,commercial,whatsapp,6/16/20,approved,348,1245.68,FALSE,FALSE,TRUE,3/14/23,completed
349,503,620,real estate,email,7/16/21,approved,349,1114.61,TRUE,FALSE,TRUE,4/12/22,lost_case
350,112,223,criminal,phone,5/1/19,completed,350,2821.35,TRUE,TRUE,FALSE,7/24/17,in_progress
351,111,164,immigration,whatsapp,4/11/30,completed,351,2919.63,TRUE,FALSE,FALSE,3/31/21,lost_case
352,85,17,family,email,2/20/23,under investigation,352,4458.2,TRUE,FALSE,FALSE,10/29/23,accepted
353,971,497,contract review,phone,6/7/24,delayed,353,580.89,FALSE,FALSE,FALSE,4/14/17,office_declined
354,876,957,real estate,email,11/24/29,pending review,354,1077.39,FALSE,FALSE,TRUE,5/3/17,resolved
355,129,94,family,email,3/10/17,on hold,355,4592.32,TRUE,FALSE,TRUE,2/16/30,accepted
356,987,114,labor,email,1/4/18,pending review,356,3560.38,TRUE,TRUE,TRUE,7/4/21,client_withdrew
357,483,828,real estate,whatsapp,1/15/26,under investigation,357,1857.39,FALSE,TRUE,TRUE,9/26/24,in_progress
358,663,751,immigration,whatsapp,5/18/30,reviewing,358,721.74,TRUE,FALSE,TRUE,3/2/29,cancelled
359,113,572,family,whatsapp,9/17/18,pending review,359,3617.21,TRUE,FALSE,TRUE,8/17/19,lost_case
360,31,872,immigration,email,1/12/28,under investigation,360,2772.24,TRUE,TRUE,FALSE,8/16/27,in_progress
361,99,248,labor,whatsapp,12/7/30,reviewing,361,2322.91,FALSE,TRUE,FALSE,10/24/26,resolved
362,436,923,administrative,email,5/10/27,approved,362,4050.06,FALSE,TRUE,TRUE,10/6/19,completed
363,563,502,criminal,whatsapp,11/27/17,in progress,363,4154.52,FALSE,TRUE,FALSE,2/18/26,ongoing
364,452,82,civil,email,2/9/27,pending review,364,3481.39,FALSE,TRUE,TRUE,6/2/25,ongoing
365,305,696,administrative,email,4/11/26,on hold,365,1890.42,TRUE,TRUE,TRUE,9/24/15,ongoing
366,433,842,labor,email,9/24/26,completed,366,2858.25,TRUE,FALSE,FALSE,3/9/28,cancelled
367,393,882,administrative,whatsapp,3/4/19,rejected,367,4018.81,TRUE,FALSE,TRUE,10/4/29,completed
368,747,493,family,phone,6/30/16,under review,368,2228.39,FALSE,FALSE,FALSE,11/19/24,completed
369,327,11,labor,whatsapp,6/17/19,reviewing,369,1854.99,TRUE,FALSE,FALSE,3/5/16,cancelled
370,319,424,commercial,phone,5/17/30,approved,370,1683.09,FALSE,FALSE,FALSE,7/23/17,ongoing
371,889,445,labor,whatsapp,12/14/17,pending approval,371,1539.48,FALSE,TRUE,FALSE,10/21/28,completed
372,53,742,consultation only service,email,9/17/24,in progress,372,3927.14,TRUE,TRUE,TRUE,9/17/23,accepted
373,32,407,commercial,phone,6/26/29,finalized,373,3057.58,TRUE,FALSE,FALSE,12/23/22,ongoing
374,835,677,consultation only service,whatsapp,1/29/27,awaiting response,374,2541.03,FALSE,FALSE,FALSE,1/17/25,lost_case
375,111,931,commercial,email,8/7/19,under investigation,375,2646.05,FALSE,FALSE,FALSE,3/31/22,office_declined
376,247,162,criminal,phone,9/6/21,under investigation,376,1138.56,FALSE,FALSE,FALSE,10/8/28,lost_case
377,981,150,immigration,email,11/29/21,on hold,377,1019.73,TRUE,FALSE,TRUE,9/15/30,cancelled
378,458,913,labor,whatsapp,3/10/17,delayed,378,1502.62,FALSE,FALSE,TRUE,10/8/28,resolved
379,820,881,consultation only service,email,6/4/22,finalized,379,3241.75,FALSE,FALSE,FALSE,7/28/25,lost_case
380,493,196,administrative,whatsapp,10/17/24,pending,380,3930.86,FALSE,TRUE,TRUE,4/23/27,completed
381,807,556,commercial,whatsapp,10/28/28,under investigation,381,2628.73,TRUE,TRUE,FALSE,6/28/21,resolved
382,776,654,administrative,whatsapp,3/6/15,finalized,382,2286.58,FALSE,FALSE,TRUE,7/3/28,cancelled
383,68,836,civil,email,4/11/20,delayed,383,4192.67,TRUE,TRUE,TRUE,4/25/20,accepted
384,837,917,family,phone,7/26/21,under investigation,384,4022.67,FALSE,TRUE,TRUE,12/4/16,office_declined
385,9,534,family,email,10/18/28,in progress,385,4251.85,TRUE,TRUE,FALSE,6/27/15,completed
386,315,226,family,whatsapp,4/29/22,completed,386,3454.1,FALSE,TRUE,FALSE,6/30/30,cancelled
387,647,431,labor,email,10/31/30,in progress,387,3917.07,FALSE,TRUE,TRUE,11/12/18,client_withdrew
388,630,773,real estate,email,2/16/28,approved,388,3104.56,FALSE,FALSE,FALSE,12/2/26,office_declined
389,423,994,family,whatsapp,2/20/18,delayed,389,1515.41,TRUE,FALSE,TRUE,9/13/24,office_declined
390,708,572,commercial,email,9/1/16,in process,390,3799.88,FALSE,TRUE,FALSE,9/26/27,client_withdrew
391,438,347,commercial,phone,5/11/17,completed,391,1905.5,TRUE,TRUE,TRUE,7/8/19,lost_case
392,933,498,criminal,email,6/4/19,reviewing,392,668.42,TRUE,FALSE,TRUE,5/25/27,resolved
393,490,137,administrative,email,7/14/20,under review,393,1536.35,TRUE,TRUE,TRUE,10/26/25,lost_case
394,584,150,family,email,10/16/29,under review,394,1720.78,FALSE,FALSE,FALSE,6/24/26,client_withdrew
395,965,801,family,whatsapp,6/2/19,pending approval,395,1423.25,TRUE,TRUE,TRUE,3/24/19,lost_case
396,852,779,immigration,phone,8/18/29,in progress,396,1181.06,TRUE,TRUE,TRUE,4/29/26,settled
397,235,244,consultation only service,email,4/28/24,under review,397,1244.33,FALSE,FALSE,TRUE,12/23/23,client_withdrew
398,663,152,consultation only service,email,4/9/22,in progress,398,1249.17,TRUE,TRUE,TRUE,12/18/29,settled
399,763,581,criminal,phone,5/4/19,on hold,399,4908.62,FALSE,TRUE,FALSE,8/28/21,completed
400,282,211,immigration,phone,9/17/29,pending review,400,4412.73,TRUE,TRUE,TRUE,1/30/17,office_declined
401,119,146,labor,whatsapp,7/23/25,in process,401,435.17,FALSE,FALSE,FALSE,12/15/21,accepted
402,121,950,immigration,whatsapp,8/24/23,pending approval,402,3401.79,TRUE,FALSE,FALSE,12/13/20,completed
403,502,887,family,phone,11/30/24,under investigation,403,1333.74,TRUE,TRUE,TRUE,1/3/20,completed
404,664,28,criminal,whatsapp,11/17/24,rejected,404,578.59,TRUE,TRUE,TRUE,7/30/29,lost_case
405,506,310,immigration,email,6/29/26,under investigation,405,4290.82,TRUE,FALSE,FALSE,9/13/20,in_progress
406,958,610,criminal,phone,5/7/30,delayed,406,3590.62,FALSE,TRUE,FALSE,10/10/29,settled
407,239,661,commercial,email,1/4/29,approved,407,4823.9,TRUE,FALSE,FALSE,7/14/25,office_declined
408,921,877,real estate,whatsapp,3/6/15,delayed,408,587.59,FALSE,FALSE,TRUE,2/28/26,client_withdrew
409,347,700,real estate,whatsapp,6/27/18,rejected,409,4480.65,FALSE,FALSE,TRUE,12/27/19,resolved
410,488,490,family,whatsapp,9/18/23,pending review,410,2626.69,FALSE,FALSE,TRUE,10/11/29,in_progress
411,392,373,contract review,whatsapp,1/9/15,pending approval,411,1772.93,TRUE,TRUE,FALSE,7/5/29,in_progress
412,81,128,real estate,whatsapp,2/16/15,awaiting response,412,4801.81,TRUE,TRUE,TRUE,8/8/29,cancelled
413,19,109,real estate,phone,5/15/27,finalized,413,4378.99,TRUE,TRUE,FALSE,12/27/17,client_withdrew
414,552,406,contract review,email,11/28/26,pending,414,4877.89,FALSE,TRUE,TRUE,5/15/24,in_progress
415,64,344,civil,email,1/25/20,under review,415,3728.24,TRUE,FALSE,TRUE,8/15/30,ongoing
416,715,575,administrative,whatsapp,10/22/30,in process,416,4017.02,TRUE,FALSE,TRUE,11/13/27,client_withdrew
417,377,408,commercial,whatsapp,11/29/29,in progress,417,3285.76,TRUE,FALSE,FALSE,9/20/29,lost_case
418,456,369,administrative,whatsapp,11/30/16,under investigation,418,455.39,TRUE,FALSE,FALSE,12/11/29,completed
419,139,191,criminal,email,2/11/15,under investigation,419,3459.99,TRUE,TRUE,TRUE,1/26/27,completed
420,689,352,administrative,email,6/21/28,on hold,420,3555.06,FALSE,FALSE,FALSE,8/11/17,accepted
421,664,750,administrative,phone,12/20/27,in progress,421,1067.84,TRUE,FALSE,FALSE,11/3/27,accepted
422,645,572,contract review,phone,1/8/24,pending,422,3046.26,FALSE,FALSE,FALSE,8/6/18,ongoing
423,561,269,commercial,email,2/16/16,under investigation,423,1527.82,FALSE,FALSE,FALSE,3/3/26,client_withdrew
424,135,465,immigration,email,10/6/21,reviewing,424,1690.1,FALSE,TRUE,TRUE,4/22/25,cancelled
425,820,774,consultation only service,email,8/4/30,completed,425,4089.57,FALSE,FALSE,TRUE,11/9/22,accepted
426,814,601,immigration,whatsapp,10/6/15,in progress,426,1295.67,FALSE,TRUE,FALSE,11/28/23,client_withdrew
427,503,422,family,phone,4/17/19,delayed,427,807.11,TRUE,TRUE,TRUE,8/9/27,cancelled
428,31,836,immigration,phone,4/26/27,delayed,428,3373.27,FALSE,FALSE,FALSE,1/1/20,lost_case
429,164,1,administrative,whatsapp,8/15/15,pending,429,2136.49,TRUE,FALSE,TRUE,11/7/26,resolved
430,247,747,civil,phone,11/13/22,completed,430,2267.26,TRUE,TRUE,FALSE,7/4/29,office_declined
431,11,888,criminal,email,4/5/30,pending review,431,547.42,TRUE,TRUE,FALSE,10/25/23,office_declined
432,302,625,real estate,email,2/11/17,on hold,432,1812.84,TRUE,TRUE,TRUE,12/16/23,ongoing
433,496,939,immigration,whatsapp,1/6/27,in process,433,1970.65,FALSE,TRUE,TRUE,5/14/24,settled
434,913,961,immigration,email,6/13/30,rejected,434,1124.17,FALSE,FALSE,TRUE,3/17/15,ongoing
435,77,566,criminal,whatsapp,2/15/18,awaiting response,435,3943.64,FALSE,TRUE,FALSE,10/13/22,settled
436,911,454,consultation only service,email,3/22/17,pending review,436,3338.88,FALSE,FALSE,FALSE,11/9/15,resolved
437,710,561,labor,phone,1/15/23,in progress,437,2001.38,FALSE,FALSE,TRUE,3/20/17,lost_case
438,671,18,contract review,email,4/21/24,on hold,438,1366.72,FALSE,FALSE,FALSE,8/7/22,accepted
439,485,772,family,whatsapp,8/6/27,delayed,439,2225.83,FALSE,TRUE,TRUE,8/6/20,ongoing
440,983,808,criminal,phone,10/8/25,under investigation,440,309.37,TRUE,FALSE,FALSE,12/18/27,cancelled
441,778,232,commercial,whatsapp,5/25/15,pending review,441,576.03,TRUE,FALSE,TRUE,4/18/28,accepted
442,910,701,civil,whatsapp,6/19/23,rejected,442,3643.99,TRUE,TRUE,TRUE,9/30/23,resolved
443,523,571,immigration,whatsapp,10/9/28,in progress,443,4638.31,TRUE,TRUE,FALSE,2/1/29,cancelled
444,612,758,commercial,whatsapp,1/29/24,awaiting response,444,2962.78,FALSE,FALSE,TRUE,5/24/28,lost_case
445,416,876,civil,whatsapp,6/15/24,pending review,445,2466.28,FALSE,TRUE,FALSE,7/11/26,office_declined
446,890,138,family,whatsapp,1/20/21,completed,446,3402.33,FALSE,TRUE,TRUE,9/30/16,resolved
447,387,270,commercial,email,3/21/19,awaiting response,447,4129.51,FALSE,FALSE,TRUE,7/10/15,resolved
448,489,414,immigration,whatsapp,1/25/24,pending review,448,4848.98,TRUE,TRUE,FALSE,11/5/22,cancelled
449,912,550,contract review,whatsapp,10/24/27,under investigation,449,3631.14,TRUE,FALSE,TRUE,3/25/29,lost_case
450,581,924,civil,phone,10/19/16,rejected,450,4722.02,TRUE,FALSE,FALSE,7/18/21,in_progress
451,115,528,criminal,email,7/11/22,reviewing,451,3501.15,FALSE,FALSE,TRUE,12/30/27,office_declined
452,705,933,family,email,7/24/21,pending approval,452,1965.43,TRUE,FALSE,FALSE,4/19/16,accepted
453,900,696,family,whatsapp,3/3/24,in process,453,4309.77,TRUE,TRUE,FALSE,5/17/20,client_withdrew
454,255,142,criminal,phone,3/8/19,in process,454,1167.05,FALSE,TRUE,TRUE,4/19/15,settled
455,903,536,criminal,whatsapp,11/18/17,under investigation,455,4700.82,TRUE,FALSE,FALSE,8/16/27,office_declined
456,118,231,contract review,phone,12/7/17,pending review,456,2039.6,TRUE,FALSE,TRUE,11/22/24,ongoing
457,966,877,family,phone,11/25/16,under investigation,457,3410.41,TRUE,TRUE,TRUE,8/5/19,ongoing
458,708,197,family,whatsapp,1/16/23,under investigation,458,4628.01,TRUE,TRUE,FALSE,9/24/22,completed
459,287,522,contract review,email,8/10/24,reviewing,459,4365.49,FALSE,TRUE,TRUE,8/11/24,completed
460,26,162,commercial,email,4/10/30,completed,460,815.54,FALSE,TRUE,FALSE,5/10/18,accepted
461,787,565,immigration,whatsapp,6/23/26,reviewing,461,3891.91,FALSE,FALSE,TRUE,5/8/17,resolved
462,95,520,labor,whatsapp,11/7/28,in process,462,3130.15,FALSE,FALSE,TRUE,10/4/19,cancelled
463,249,244,real estate,phone,12/27/28,awaiting response,463,1072.26,TRUE,TRUE,TRUE,11/11/21,office_declined
464,468,829,labor,phone,11/16/26,under investigation,464,4171.25,TRUE,TRUE,TRUE,10/2/17,resolved
465,435,510,criminal,whatsapp,9/3/19,approved,465,1027.87,TRUE,TRUE,FALSE,4/21/17,ongoing
466,700,996,immigration,whatsapp,5/23/24,rejected,466,1124.54,FALSE,FALSE,FALSE,11/6/30,cancelled
467,151,291,labor,whatsapp,3/3/23,in progress,467,3600.86,FALSE,FALSE,FALSE,3/8/15,settled
468,946,29,administrative,whatsapp,9/10/17,under investigation,468,1933.07,FALSE,FALSE,FALSE,5/22/28,completed
469,777,51,labor,email,4/26/29,on hold,469,430.25,FALSE,TRUE,FALSE,2/13/23,lost_case
470,902,848,labor,whatsapp,2/19/19,under investigation,470,2578.43,FALSE,TRUE,TRUE,5/9/21,in_progress
471,400,546,contract review,phone,6/1/22,on hold,471,2979.37,TRUE,TRUE,FALSE,4/12/29,accepted
472,318,145,consultation only service,email,6/22/17,approved,472,4434.5,TRUE,TRUE,FALSE,5/28/17,in_progress
473,211,255,family,email,6/7/16,pending review,473,3931.97,TRUE,FALSE,FALSE,10/10/26,settled
474,374,592,contract review,email,3/7/23,delayed,474,3544.37,FALSE,TRUE,TRUE,2/20/26,ongoing
475,105,140,criminal,email,11/11/28,under review,475,4657.92,FALSE,TRUE,TRUE,1/22/25,resolved
476,563,397,real estate,phone,1/30/26,awaiting response,476,3826.26,TRUE,TRUE,TRUE,3/26/30,completed
477,584,320,administrative,phone,8/24/23,delayed,477,2883.36,TRUE,TRUE,TRUE,7/10/27,office_declined
478,553,459,civil,whatsapp,3/30/29,under investigation,478,489.97,TRUE,FALSE,FALSE,11/6/16,lost_case
479,350,290,labor,email,6/7/16,delayed,479,4666.67,TRUE,TRUE,TRUE,4/6/23,settled
480,371,159,commercial,whatsapp,7/26/27,reviewing,480,1943.22,FALSE,TRUE,FALSE,9/11/26,completed
481,898,884,consultation only service,phone,7/27/16,pending review,481,749.15,TRUE,FALSE,FALSE,9/1/28,office_declined
482,209,792,consultation only service,email,6/4/15,in process,482,4790.22,TRUE,TRUE,TRUE,4/13/17,office_declined
483,626,201,labor,phone,1/12/25,on hold,483,2137.3,FALSE,TRUE,TRUE,5/17/29,office_declined
484,805,948,immigration,phone,6/11/23,pending,484,4809.41,FALSE,TRUE,TRUE,8/29/19,settled
485,838,745,commercial,whatsapp,5/17/16,in process,485,394.73,FALSE,FALSE,FALSE,1/10/30,cancelled
486,156,413,contract review,phone,10/31/17,in progress,486,4660.33,FALSE,FALSE,TRUE,7/11/15,accepted
487,333,603,civil,whatsapp,9/1/29,awaiting response,487,1315.71,FALSE,TRUE,TRUE,10/28/26,cancelled
488,151,818,real estate,whatsapp,2/28/27,finalized,488,4873.71,TRUE,TRUE,FALSE,10/11/28,ongoing
489,897,625,commercial,whatsapp,12/4/25,rejected,489,4340.16,FALSE,FALSE,FALSE,6/22/20,client_withdrew
490,744,152,contract review,phone,11/7/23,in process,490,1481.19,TRUE,FALSE,TRUE,8/7/22,accepted
491,406,238,commercial,whatsapp,4/28/23,in process,491,4877.83,TRUE,TRUE,FALSE,11/4/22,cancelled
492,696,705,real estate,whatsapp,4/12/22,on hold,492,861.63,TRUE,FALSE,FALSE,2/27/25,client_withdrew
493,272,173,consultation only service,phone,7/29/17,in progress,493,4461.46,TRUE,FALSE,TRUE,3/24/19,settled
