inquiry_id,client_id,origin_channel,menu_option,received_at,is_working_hours,assistant_id,first_response_at,response_delay_minutes,outcome
354,334,whatsapp,pending,2024-08-28,FALSE,354,2025-06-14,417600,in_progress
355,962,whatsapp,cancelled,2025-04-28,TRUE,355,2025-04-28,0,pending
356,130,whatsapp,schedule,2024-01-31,FALSE,356,2024-11-07,404640,approved
357,528,whatsapp,approved,2025-11-09,FALSE,357,2026-02-13,138240,approved
358,649,whatsapp,pending,2025-06-03,TRUE,358,2025-06-03,0,approved
359,983,whatsapp,pending,2026-03-07,FALSE,359,2026-03-07,0,approved
360,626,whatsapp,under_review,2025-08-09,TRUE,360,2025-08-09,0,in_progress
361,218,whatsapp,rejected,2025-03-07,TRUE,361,2026-05-04,609120,approved
362,92,email,on_hold,2025-12-20,FALSE,362,2025-12-20,0,in_progress
363,889,email,cancelled,2026-08-25,FALSE,363,2026-08-25,0,in_progress
364,759,email,rejected,2024-09-08,FALSE,364,2026-09-12,1056960,approved
365,996,phone,rejected,2024-06-29,FALSE,365,2024-09-22,122400,schedule
366,659,whatsapp,pending,2024-12-02,TRUE,366,2024-12-02,0,on_hold
367,407,whatsapp,completed,2026-09-12,FALSE,367,2026-09-12,0,approved
368,117,whatsapp,rejected,2025-06-22,FALSE,368,2025-11-01,190080,in_progress
369,650,whatsapp,on_hold,2026-09-12,FALSE,369,2026-09-12,0,approved
370,654,whatsapp,under_review,2026-09-12,FALSE,370,2026-09-12,0,in_progress
371,65,phone,pending,2026-02-16,TRUE,371,2026-02-16,0,cancelled
372,729,email,rejected,2024-01-11,TRUE,372,2025-03-13,614880,in_progress
373,5,phone,schedule,2025-07-14,FALSE,373,2025-08-08,36000,rejected
374,123,whatsapp,completed,2025-01-30,FALSE,374,2025-01-30,0,pending
375,139,email,schedule,2026-03-14,FALSE,375,2026-03-14,0,schedule
376,777,phone,approved,2024-06-27,FALSE,376,2025-08-13,593280,in_progress
377,236,whatsapp,approved,2026-05-22,FALSE,377,2026-05-22,0,cancelled
378,962,phone,rejected,2025-07-14,TRUE,378,2026-08-20,578880,delayed
379,143,phone,under_review,2025-05-08,FALSE,379,2026-09-12,708480,rejected
380,824,email,approved,2025-05-31,TRUE,380,2025-05-31,0,schedule
381,863,whatsapp,completed,2025-06-04,FALSE,381,2025-12-11,273600,in_progress
382,833,whatsapp,rejected,2025-07-14,TRUE,382,2026-09-12,612000,in_progress
383,623,whatsapp,approved,2024-07-06,TRUE,383,2024-09-14,100800,cancelled
384,431,whatsapp,completed,2024-02-03,TRUE,384,2025-08-28,823680,under_review
385,82,whatsapp,pending,2025-12-22,FALSE,385,2025-12-22,0,approved
386,359,phone,in_progress,2026-05-23,TRUE,386,2026-05-23,0,delayed
387,139,email,cancelled,2024-07-11,FALSE,387,2026-09-12,1141920,delayed
388,972,phone,on_hold,2024-12-13,FALSE,388,2026-05-04,730080,approved
389,446,whatsapp,rejected,2026-07-18,TRUE,389,2026-07-18,0,delayed
390,351,whatsapp,schedule,2026-09-12,FALSE,390,2026-09-12,0,schedule
391,454,whatsapp,completed,2024-02-15,TRUE,391,2025-12-27,980640,schedule
392,582,whatsapp,completed,2025-08-06,FALSE,392,2025-08-06,0,rejected
393,386,phone,pending,2026-04-06,TRUE,393,2026-04-06,0,under_review
394,301,email,under_review,2026-05-16,FALSE,394,2026-05-16,0,delayed
395,557,phone,cancelled,2024-03-30,TRUE,395,2026-07-11,1199520,delayed
396,936,email,cancelled,2026-04-10,TRUE,396,2026-05-21,59040,approved
397,687,whatsapp,under_review,2026-07-07,FALSE,397,2026-07-07,0,cancelled
398,410,email,rejected,2024-05-24,TRUE,398,2026-03-25,964800,pending
399,13,phone,approved,2024-03-22,TRUE,399,2024-06-17,125280,pending
400,899,whatsapp,in_progress,2026-05-11,TRUE,400,2026-05-11,0,approved
401,863,phone,in_progress,2025-10-08,FALSE,401,2025-10-08,0,delayed
402,751,phone,rejected,2024-12-19,FALSE,402,2026-01-18,568800,cancelled
403,763,phone,pending,2024-05-17,FALSE,403,2026-09-11,1219680,in_progress
404,300,email,under_review,2024-05-20,TRUE,404,2025-06-12,558720,delayed
405,861,whatsapp,completed,2024-02-16,TRUE,405,2024-05-07,116640,approved
406,152,whatsapp,cancelled,2024-05-07,TRUE,406,2024-05-07,0,cancelled
407,890,email,in_progress,2025-09-30,FALSE,407,2025-10-10,14400,delayed
408,754,email,completed,2026-09-12,FALSE,408,2026-09-12,0,approved
409,151,whatsapp,pending,2025-10-11,FALSE,409,2026-05-03,293760,approved
410,384,phone,completed,2025-09-02,TRUE,410,2025-09-02,0,under_review
411,551,whatsapp,rejected,2026-09-12,TRUE,411,2026-09-12,0,cancelled
412,955,whatsapp,in_progress,2026-08-17,FALSE,412,2026-08-17,0,rejected
413,951,whatsapp,in_progress,2026-09-12,FALSE,413,2026-09-12,0,approved
414,666,whatsapp,pending,2024-06-26,TRUE,414,2025-04-27,439200,on_hold
415,768,whatsapp,pending,2026-07-28,FALSE,415,2026-09-12,66240,delayed
416,121,whatsapp,rejected,2024-01-23,TRUE,416,2026-08-09,1337760,under_review
417,861,email,pending,2026-03-11,TRUE,417,2026-03-11,0,schedule
418,143,whatsapp,cancelled,2026-08-26,TRUE,418,2026-08-26,0,schedule
419,291,whatsapp,cancelled,2026-09-12,TRUE,419,2026-09-12,0,delayed
420,993,whatsapp,schedule,2025-05-18,FALSE,420,2025-12-13,300960,on_hold
421,170,whatsapp,on_hold,2026-04-26,TRUE,421,2026-09-12,200160,cancelled
422,8,email,schedule,2024-03-19,TRUE,422,2024-04-13,36000,pending
423,454,whatsapp,in_progress,2024-07-18,TRUE,423,2024-07-18,0,approved
424,294,whatsapp,pending,2025-09-25,FALSE,424,2025-09-25,0,under_review
425,186,phone,approved,2025-11-06,FALSE,425,2025-11-06,0,rejected
426,138,email,on_hold,2025-04-27,FALSE,426,2025-05-06,12960,approved
427,846,email,under_review,2026-09-12,TRUE,427,2026-09-12,0,rejected
428,954,email,on_hold,2025-01-24,TRUE,428,2025-01-24,0,delayed
429,956,whatsapp,pending,2026-09-12,TRUE,429,2026-09-12,0,pending
430,22,phone,on_hold,2024-05-09,TRUE,430,2025-04-11,485280,cancelled
431,452,phone,pending,2024-06-11,FALSE,431,2024-12-01,249120,delayed
432,4,whatsapp,approved,2025-09-04,TRUE,432,2026-06-13,406080,approved
433,643,phone,in_progress,2024-08-14,TRUE,433,2026-03-09,823680,in_progress
434,927,email,completed,2025-03-12,TRUE,434,2026-09-12,790560,delayed
435,975,whatsapp,completed,2026-08-11,FALSE,435,2026-08-11,0,under_review
436,485,whatsapp,rejected,2025-02-09,FALSE,436,2026-09-12,835200,delayed
437,583,whatsapp,approved,2026-05-28,TRUE,437,2026-08-18,118080,schedule
438,573,email,pending,2026-09-12,TRUE,438,2026-09-12,0,approved
439,846,whatsapp,pending,2026-01-24,TRUE,439,2026-09-12,332640,approved
440,761,whatsapp,approved,2026-09-12,TRUE,440,2026-09-12,0,delayed
441,3,email,completed,2024-05-29,FALSE,441,2025-05-10,498240,on_hold
442,858,email,rejected,2024-09-03,FALSE,442,2025-10-06,573120,delayed
443,185,whatsapp,schedule,2026-06-13,TRUE,443,2026-09-12,131040,schedule
444,694,phone,under_review,2024-10-08,TRUE,444,2024-10-08,0,pending
445,6,whatsapp,cancelled,2024-06-04,TRUE,445,2025-05-16,498240,rejected
446,842,whatsapp,cancelled,2026-09-12,FALSE,446,2026-09-12,0,approved
447,479,email,schedule,2026-09-12,TRUE,447,2026-09-12,0,rejected
448,419,whatsapp,cancelled,2024-08-08,TRUE,448,2026-08-04,1045440,delayed
449,327,whatsapp,schedule,2024-11-26,TRUE,449,2026-01-02,578880,approved
450,40,whatsapp,on_hold,2025-10-26,FALSE,450,2025-10-26,0,delayed
451,310,email,cancelled,2026-09-12,TRUE,451,2026-09-12,0,schedule
452,801,whatsapp,under_review,2024-05-22,FALSE,452,2024-05-22,0,delayed
453,589,whatsapp,in_progress,2024-10-23,TRUE,453,2024-10-23,0,under_review
454,933,email,rejected,2024-07-09,FALSE,454,2025-11-06,698400,on_hold
455,484,whatsapp,under_review,2026-02-03,FALSE,455,2026-06-26,205920,approved
456,300,email,approved,2026-06-08,FALSE,456,2026-06-08,0,under_review
457,200,email,pending,2024-12-23,TRUE,457,2025-03-20,125280,on_hold
458,591,email,schedule,2025-06-18,TRUE,458,2025-09-25,142560,pending
459,865,phone,under_review,2024-12-06,TRUE,459,2025-05-16,231840,in_progress
460,751,whatsapp,under_review,2025-06-16,FALSE,460,2025-06-16,0,delayed
461,662,whatsapp,cancelled,2024-06-30,TRUE,461,2025-05-04,443520,cancelled
462,971,email,approved,2026-07-11,TRUE,462,2026-07-11,0,delayed
463,668,whatsapp,completed,2024-05-26,TRUE,463,2026-06-28,1098720,cancelled
464,449,email,pending,2025-08-26,FALSE,464,2025-08-26,0,under_review
465,759,phone,pending,2025-01-07,TRUE,465,2025-01-07,0,cancelled
466,460,phone,pending,2024-12-29,TRUE,466,2026-07-01,790560,delayed
467,605,email,pending,2024-05-27,TRUE,467,2024-08-30,136800,in_progress
468,236,email,rejected,2024-05-21,FALSE,468,2025-11-28,800640,schedule
469,618,email,completed,2025-11-23,FALSE,469,2025-11-23,0,cancelled
470,182,email,approved,2024-03-17,TRUE,470,2024-04-26,57600,schedule
471,622,whatsapp,cancelled,2026-02-13,TRUE,471,2026-03-09,34560,pending
472,882,whatsapp,approved,2026-09-12,FALSE,472,2026-09-12,0,pending
473,132,phone,approved,2026-04-19,TRUE,473,2026-04-19,0,under_review
474,377,email,in_progress,2026-09-12,TRUE,474,2026-09-12,0,rejected
475,534,phone,completed,2024-01-01,FALSE,475,2025-10-10,933120,approved
476,431,phone,pending,2024-06-24,FALSE,476,2024-09-01,99360,approved
477,668,whatsapp,on_hold,2024-05-31,TRUE,477,2025-01-19,335520,approved
478,939,whatsapp,on_hold,2024-11-30,TRUE,478,2025-09-04,400320,on_hold
479,509,whatsapp,completed,2025-03-16,TRUE,479,2025-03-16,0,on_hold
480,781,whatsapp,pending,2026-05-28,FALSE,480,2026-06-07,14400,approved
481,246,whatsapp,rejected,2024-10-05,TRUE,481,2026-03-21,766080,approved
482,177,email,pending,2026-04-28,FALSE,482,2026-04-28,0,schedule
483,985,email,on_hold,2024-12-26,FALSE,483,2024-12-26,0,approved
484,859,phone,in_progress,2024-08-24,TRUE,484,2024-08-24,0,schedule
485,883,whatsapp,cancelled,2024-04-01,TRUE,485,2026-04-21,1080000,in_progress
486,874,email,pending,2025-12-04,FALSE,486,2025-12-04,0,schedule
487,332,email,completed,2026-07-07,TRUE,487,2026-07-07,0,approved
488,970,phone,on_hold,2025-02-06,FALSE,488,2026-08-20,806400,under_review
489,761,whatsapp,cancelled,2024-05-08,TRUE,489,2025-05-29,555840,schedule
490,213,whatsapp,approved,2026-04-20,TRUE,490,2026-04-20,0,schedule
491,963,whatsapp,pending,2025-06-26,FALSE,491,2025-06-26,0,in_progress
492,222,phone,approved,2026-09-12,TRUE,492,2026-09-12,0,under_review
493,13,phone,schedule,2026-09-12,FALSE,493,2026-09-12,0,rejected
494,148,whatsapp,rejected,2025-05-31,TRUE,494,2025-06-20,28800,under_review
495,774,whatsapp,pending,2026-06-30,TRUE,495,2026-06-30,0,rejected
496,524,phone,cancelled,2026-04-25,FALSE,496,2026-04-25,0,in_progress
497,850,whatsapp,on_hold,2025-02-20,FALSE,497,2026-01-27,491040,rejected
498,974,phone,under_review,2024-06-23,FALSE,498,2026-09-12,1167840,under_review
499,369,email,on_hold,2026-04-23,FALSE,499,2026-04-23,0,rejected
500,899,phone,completed,2026-01-23,FALSE,500,2026-01-23,0,cancelled
501,313,phone,completed,2026-03-22,TRUE,501,2026-03-22,0,pending
502,714,whatsapp,schedule,2024-12-30,TRUE,502,2025-08-08,318240,in_progress
503,281,whatsapp,rejected,2024-09-05,TRUE,503,2026-02-13,757440,schedule
504,837,email,on_hold,2026-04-18,TRUE,504,2026-04-18,0,on_hold
505,128,whatsapp,on_hold,2026-09-12,TRUE,505,2026-09-12,0,cancelled
506,67,whatsapp,pending,2026-01-03,TRUE,506,2026-01-03,0,rejected
507,346,whatsapp,under_review,2024-05-07,FALSE,507,2026-09-12,1235520,on_hold
508,312,phone,pending,2024-05-16,TRUE,508,2026-09-12,1222560,approved
509,417,phone,in_progress,2026-04-27,TRUE,509,2026-09-12,198720,on_hold
510,145,email,pending,2026-04-21,TRUE,510,2026-04-21,0,delayed
511,212,phone,completed,2025-08-16,TRUE,511,2025-08-16,0,rejected
512,249,whatsapp,pending,2024-05-17,FALSE,512,2026-01-30,897120,rejected
513,384,whatsapp,in_progress,2024-10-21,FALSE,513,2026-07-23,921600,delayed
514,547,phone,rejected,2025-04-19,TRUE,514,2025-09-30,236160,pending
515,212,email,pending,2026-02-27,TRUE,515,2026-02-27,0,schedule
516,973,whatsapp,completed,2025-06-08,TRUE,516,2026-09-09,659520,in_progress
517,429,email,in_progress,2026-09-02,FALSE,517,2026-09-02,0,on_hold
518,55,email,in_progress,2025-02-02,FALSE,518,2025-11-22,421920,approved
519,911,phone,pending,2025-04-02,TRUE,519,2025-06-03,89280,schedule
520,738,whatsapp,pending,2025-02-03,TRUE,520,2025-07-08,223200,approved
521,403,phone,pending,2025-09-13,FALSE,521,2026-04-03,290880,schedule
522,426,phone,approved,2025-01-10,FALSE,522,2025-12-08,478080,schedule
523,196,phone,pending,2026-06-17,TRUE,523,2026-06-17,0,approved
524,886,phone,completed,2024-12-12,TRUE,524,2026-01-14,573120,rejected
525,42,email,cancelled,2024-02-18,FALSE,525,2024-09-20,309600,on_hold
526,867,email,pending,2024-07-01,TRUE,526,2024-09-07,97920,approved
527,422,email,approved,2026-03-22,TRUE,527,2026-03-22,0,schedule
528,161,whatsapp,completed,2025-10-02,FALSE,528,2025-11-06,50400,cancelled
529,208,whatsapp,rejected,2024-04-20,TRUE,529,2026-06-15,1131840,cancelled
530,960,phone,pending,2025-10-30,FALSE,530,2026-03-20,203040,in_progress
531,780,phone,cancelled,2024-05-13,TRUE,531,2025-06-10,565920,under_review
532,6,phone,rejected,2025-10-17,FALSE,532,2026-07-09,381600,delayed
533,935,phone,on_hold,2026-02-09,TRUE,533,2026-02-09,0,approved
534,437,whatsapp,completed,2024-09-23,FALSE,534,2024-09-23,0,delayed
535,926,email,in_progress,2024-07-08,TRUE,535,2024-08-03,37440,rejected
536,933,email,on_hold,2025-08-22,FALSE,536,2026-09-12,555840,cancelled
537,541,email,pending,2025-06-29,FALSE,537,2025-06-29,0,approved
538,757,email,under_review,2026-01-29,TRUE,538,2026-09-12,325440,pending
539,14,email,approved,2025-05-26,FALSE,539,2025-10-11,198720,under_review
540,911,email,on_hold,2025-06-10,TRUE,540,2025-06-10,0,in_progress
541,186,whatsapp,rejected,2025-09-12,FALSE,541,2025-09-12,0,approved
542,651,email,cancelled,2026-08-02,FALSE,542,2026-08-31,41760,rejected
543,816,email,on_hold,2026-09-12,FALSE,543,2026-09-12,0,delayed
544,826,email,schedule,2026-08-03,FALSE,544,2026-08-03,0,rejected
545,908,whatsapp,approved,2024-12-05,FALSE,545,2026-03-12,665280,cancelled
546,149,whatsapp,approved,2025-03-07,FALSE,546,2026-09-12,797760,delayed
547,930,email,approved,2025-12-05,FALSE,547,2025-12-05,0,schedule
548,146,whatsapp,cancelled,2025-12-04,TRUE,548,2026-01-16,61920,rejected
549,402,email,under_review,2026-05-20,TRUE,549,2026-05-20,0,approved
550,628,email,cancelled,2024-04-03,FALSE,550,2026-09-12,1284480,pending
551,240,whatsapp,on_hold,2026-09-12,FALSE,551,2026-09-12,0,pending
552,76,whatsapp,approved,2026-09-12,TRUE,552,2026-09-12,0,in_progress
553,617,whatsapp,in_progress,2026-05-21,FALSE,553,2026-05-21,0,rejected
554,152,whatsapp,under_review,2026-09-12,TRUE,554,2026-09-12,0,under_review
555,207,email,schedule,2025-06-05,TRUE,555,2025-06-05,0,pending
556,370,phone,in_progress,2024-07-08,TRUE,556,2025-12-25,770400,under_review
557,211,whatsapp,cancelled,2025-05-11,FALSE,557,2025-05-11,0,pending
558,283,whatsapp,in_progress,2024-08-14,TRUE,558,2024-12-12,172800,rejected
559,427,phone,schedule,2025-05-06,FALSE,559,2025-05-06,0,rejected
560,3,email,under_review,2026-09-12,FALSE,560,2026-09-12,0,on_hold
561,152,email,in_progress,2024-12-13,FALSE,561,2024-12-13,0,cancelled
562,145,whatsapp,cancelled,2024-07-20,FALSE,562,2026-09-07,1121760,under_review
563,246,phone,cancelled,2026-06-29,FALSE,563,2026-06-29,0,rejected
564,76,whatsapp,cancelled,2025-09-15,TRUE,564,2026-06-22,403200,delayed
565,142,whatsapp,under_review,2025-11-14,TRUE,565,2025-11-14,0,rejected
566,445,whatsapp,under_review,2024-10-27,FALSE,566,2024-10-27,0,schedule
567,41,email,pending,2026-03-18,TRUE,567,2026-03-18,0,approved
568,26,whatsapp,on_hold,2026-09-12,FALSE,568,2026-09-12,0,on_hold
569,266,email,cancelled,2025-01-07,TRUE,569,2025-07-19,277920,schedule
570,73,phone,pending,2024-09-11,FALSE,570,2026-06-23,936000,in_progress
571,452,whatsapp,pending,2025-06-02,FALSE,571,2026-07-19,593280,rejected
572,39,phone,completed,2026-05-28,TRUE,572,2026-05-28,0,in_progress
573,110,email,schedule,2024-12-08,TRUE,573,2026-09-12,925920,under_review
574,275,whatsapp,completed,2025-04-25,FALSE,574,2025-04-25,0,under_review
575,105,whatsapp,under_review,2024-03-01,TRUE,575,2024-09-19,290880,delayed
576,194,phone,cancelled,2025-10-28,FALSE,576,2025-10-28,0,cancelled
577,44,whatsapp,cancelled,2025-02-20,FALSE,577,2025-04-23,89280,cancelled
578,76,email,under_review,2026-02-07,TRUE,578,2026-02-07,0,pending
579,793,whatsapp,approved,2025-09-28,FALSE,579,2025-09-28,0,rejected
580,414,email,schedule,2026-09-12,FALSE,580,2026-09-12,0,delayed
581,488,whatsapp,rejected,2024-02-27,FALSE,581,2024-11-19,383040,under_review
582,408,phone,completed,2025-06-03,FALSE,582,2025-06-03,0,cancelled
583,787,whatsapp,on_hold,2026-06-26,FALSE,583,2026-06-26,0,approved
584,111,email,pending,2025-01-12,FALSE,584,2025-10-17,400320,on_hold
585,588,whatsapp,completed,2026-07-14,FALSE,585,2026-07-14,0,rejected
586,916,email,under_review,2025-12-13,TRUE,586,2025-12-13,0,approved
587,746,whatsapp,pending,2026-09-12,FALSE,587,2026-09-12,0,under_review
588,554,email,rejected,2024-12-07,FALSE,588,2024-12-07,0,cancelled
589,11,email,pending,2026-05-16,TRUE,589,2026-05-16,0,on_hold
590,671,email,schedule,2026-09-12,TRUE,590,2026-09-12,0,approved
591,998,whatsapp,pending,2025-08-01,FALSE,591,2026-03-17,328320,pending
592,812,phone,rejected,2024-12-09,TRUE,592,2025-07-14,312480,schedule
593,841,phone,under_review,2026-08-31,TRUE,593,2026-08-31,0,cancelled
594,487,email,under_review,2024-01-08,FALSE,594,2026-01-01,1042560,schedule
595,910,phone,in_progress,2026-09-12,TRUE,595,2026-09-12,0,schedule
596,226,phone,on_hold,2024-09-13,FALSE,596,2026-04-10,826560,in_progress
597,207,whatsapp,schedule,2026-06-18,TRUE,597,2026-06-18,0,under_review
598,221,email,in_progress,2025-06-19,TRUE,598,2025-06-19,0,under_review
599,599,whatsapp,in_progress,2025-07-12,TRUE,599,2025-07-12,0,approved
600,936,phone,in_progress,2024-03-21,TRUE,600,2025-04-23,573120,rejected
601,539,phone,approved,2026-07-30,TRUE,601,2026-07-30,0,cancelled
602,151,email,completed,2025-04-17,FALSE,602,2025-08-02,154080,on_hold
603,42,phone,schedule,2026-09-12,TRUE,603,2026-09-12,0,approved
604,529,phone,completed,2024-09-18,FALSE,604,2024-09-18,0,in_progress
605,466,phone,schedule,2024-03-04,FALSE,605,2024-12-04,396000,in_progress
606,425,phone,approved,2025-09-11,TRUE,606,2025-09-11,0,approved
607,35,whatsapp,pending,2026-04-01,TRUE,607,2026-04-01,0,cancelled
608,670,email,on_hold,2025-01-13,TRUE,608,2025-12-06,470880,rejected
609,723,email,pending,2024-03-11,FALSE,609,2024-07-19,187200,cancelled
610,846,whatsapp,rejected,2024-09-08,TRUE,610,2025-10-18,583200,approved
611,180,whatsapp,on_hold,2026-06-03,FALSE,611,2026-06-03,0,in_progress
612,966,whatsapp,in_progress,2024-12-16,FALSE,612,2025-09-29,413280,cancelled
613,799,email,completed,2026-09-12,FALSE,613,2026-09-12,0,in_progress
614,802,whatsapp,pending,2025-10-14,TRUE,614,2025-10-14,0,pending
615,152,whatsapp,cancelled,2025-07-20,FALSE,615,2025-07-20,0,schedule
616,824,whatsapp,in_progress,2024-06-22,FALSE,616,2025-12-22,789120,rejected
617,910,email,on_hold,2025-07-17,FALSE,617,2026-09-12,607680,under_review
618,768,phone,rejected,2025-06-15,FALSE,618,2025-10-18,180000,on_hold
619,59,whatsapp,in_progress,2025-09-30,TRUE,619,2025-09-30,0,schedule
620,48,whatsapp,pending,2026-09-12,TRUE,620,2026-09-12,0,approved
621,511,email,cancelled,2024-10-30,FALSE,621,2026-09-12,982080,delayed
622,817,whatsapp,pending,2026-05-26,TRUE,622,2026-07-25,86400,under_review
623,829,email,pending,2026-03-16,FALSE,623,2026-05-20,93600,delayed
624,511,whatsapp,pending,2024-06-17,TRUE,624,2024-12-06,247680,on_hold
625,270,whatsapp,approved,2024-02-17,FALSE,625,2025-06-14,695520,on_hold
626,64,email,rejected,2025-06-14,TRUE,626,2026-09-12,655200,pending
627,129,phone,rejected,2024-04-06,TRUE,627,2025-06-21,635040,cancelled
628,155,email,pending,2026-05-28,TRUE,628,2026-05-28,0,approved
629,141,phone,pending,2025-02-20,TRUE,629,2025-02-20,0,in_progress
630,543,phone,approved,2026-09-12,FALSE,630,2026-09-12,0,approved
631,202,phone,cancelled,2024-06-17,FALSE,631,2024-06-25,11520,schedule
632,984,email,approved,2025-04-30,TRUE,632,2025-10-19,247680,pending
633,430,phone,under_review,2026-06-08,FALSE,633,2026-06-23,21600,under_review
634,478,email,pending,2026-09-12,FALSE,634,2026-09-12,0,under_review
635,353,whatsapp,in_progress,2025-04-18,FALSE,635,2025-04-18,0,under_review
636,741,email,rejected,2026-03-06,FALSE,636,2026-09-12,273600,under_review
637,96,phone,in_progress,2026-09-12,TRUE,637,2026-09-12,0,delayed
638,384,phone,on_hold,2025-08-20,FALSE,638,2025-08-20,0,delayed
639,210,email,under_review,2026-03-17,TRUE,639,2026-09-12,257760,schedule
640,201,whatsapp,on_hold,2025-12-18,TRUE,640,2026-01-13,37440,rejected
641,972,email,under_review,2026-03-13,FALSE,641,2026-09-12,263520,delayed
642,119,whatsapp,rejected,2026-09-12,FALSE,642,2026-09-12,0,approved
643,47,whatsapp,on_hold,2024-05-11,TRUE,643,2024-10-02,207360,approved
644,905,whatsapp,completed,2026-05-19,FALSE,644,2026-05-19,0,on_hold
645,610,whatsapp,schedule,2026-08-18,FALSE,645,2026-08-18,0,approved
646,582,email,pending,2024-03-02,FALSE,646,2024-03-02,0,pending
647,622,email,under_review,2026-05-20,TRUE,647,2026-09-12,165600,in_progress
648,822,whatsapp,on_hold,2026-08-22,FALSE,648,2026-08-22,0,on_hold
649,312,whatsapp,approved,2025-06-21,TRUE,649,2026-04-13,426240,under_review
650,487,phone,completed,2025-04-26,TRUE,650,2025-04-26,0,in_progress
651,989,phone,completed,2025-04-25,FALSE,651,2026-09-12,727200,cancelled
652,603,whatsapp,pending,2025-07-20,FALSE,652,2025-07-20,0,approved
653,72,whatsapp,approved,2026-06-25,TRUE,653,2026-06-25,0,schedule
654,32,email,pending,2025-11-07,TRUE,654,2026-03-19,190080,rejected
655,949,whatsapp,completed,2025-06-24,FALSE,655,2026-03-16,381600,under_review
656,902,whatsapp,pending,2025-06-07,TRUE,656,2026-09-12,665280,schedule
657,849,email,rejected,2026-02-26,TRUE,657,2026-04-18,73440,approved
658,561,phone,rejected,2025-04-25,FALSE,658,2025-04-25,0,approved
659,742,whatsapp,cancelled,2026-06-01,TRUE,659,2026-06-01,0,rejected
660,107,phone,cancelled,2024-01-15,TRUE,660,2025-09-21,885600,cancelled
661,407,phone,pending,2024-05-23,FALSE,661,2026-09-12,1212480,rejected
662,869,email,on_hold,2026-03-29,FALSE,662,2026-03-29,0,delayed
663,517,phone,under_review,2025-11-08,TRUE,663,2025-11-08,0,under_review
664,154,whatsapp,cancelled,2026-06-14,FALSE,664,2026-06-14,0,under_review
665,976,phone,pending,2026-09-12,FALSE,665,2026-09-12,0,in_progress
666,515,phone,on_hold,2026-08-10,TRUE,666,2026-08-10,0,approved
667,228,email,rejected,2025-11-02,FALSE,667,2025-11-28,37440,cancelled
668,724,email,completed,2025-06-29,FALSE,668,2025-09-04,96480,cancelled
669,40,whatsapp,on_hold,2024-11-20,FALSE,669,2024-11-20,0,rejected
670,390,whatsapp,completed,2025-07-14,FALSE,670,2026-09-12,612000,schedule
671,341,whatsapp,on_hold,2024-01-09,TRUE,671,2024-05-02,164160,approved
672,613,whatsapp,on_hold,2026-01-04,TRUE,672,2026-01-04,0,pending
673,703,whatsapp,schedule,2026-01-28,FALSE,673,2026-05-26,169920,pending
674,975,phone,completed,2025-08-30,FALSE,674,2026-03-29,303840,approved
675,35,whatsapp,on_hold,2025-02-12,FALSE,675,2026-02-09,521280,in_progress
676,528,email,in_progress,2025-10-14,TRUE,676,2026-09-12,479520,schedule
677,705,whatsapp,approved,2026-06-20,TRUE,677,2026-06-20,0,rejected
678,536,email,completed,2025-05-31,FALSE,678,2025-05-31,0,in_progress
679,754,whatsapp,approved,2026-08-04,TRUE,679,2026-08-04,0,delayed
680,94,email,cancelled,2024-11-14,FALSE,680,2025-02-25,148320,on_hold
681,957,email,under_review,2025-07-01,FALSE,681,2025-07-01,0,under_review
682,400,email,completed,2024-12-30,FALSE,682,2024-12-30,0,delayed
683,96,phone,under_review,2026-07-17,FALSE,683,2026-07-17,0,pending
684,346,whatsapp,in_progress,2024-08-01,TRUE,684,2025-10-30,655200,pending
685,326,email,schedule,2026-09-12,FALSE,685,2026-09-12,0,approved
686,474,whatsapp,pending,2026-01-25,TRUE,686,2026-09-02,316800,approved
687,255,email,in_progress,2026-07-28,FALSE,687,2026-07-28,0,pending
688,454,phone,pending,2025-06-09,TRUE,688,2025-08-10,89280,approved
689,161,whatsapp,approved,2025-02-10,TRUE,689,2026-08-28,812160,schedule
690,550,whatsapp,cancelled,2024-02-24,FALSE,690,2026-02-28,1058400,in_progress
691,534,phone,cancelled,2024-11-07,FALSE,691,2026-02-25,684000,rejected
692,725,whatsapp,pending,2024-10-07,FALSE,692,2024-12-18,103680,on_hold
693,817,phone,approved,2026-05-12,FALSE,693,2026-05-12,0,on_hold
694,867,email,rejected,2025-02-02,TRUE,694,2025-02-02,0,cancelled
695,644,phone,pending,2025-07-14,TRUE,695,2026-07-03,509760,delayed
696,435,email,approved,2024-06-15,TRUE,696,2024-10-18,180000,rejected
697,910,phone,approved,2025-07-11,TRUE,697,2025-11-08,172800,pending
698,844,whatsapp,approved,2025-09-19,TRUE,698,2025-09-19,0,on_hold
699,951,phone,completed,2025-03-19,FALSE,699,2025-03-19,0,schedule
700,212,whatsapp,rejected,2024-05-15,FALSE,700,2024-05-15,0,cancelled
701,119,whatsapp,on_hold,2024-07-25,FALSE,701,2024-07-31,8640,approved
702,519,phone,in_progress,2024-09-23,TRUE,702,2024-09-23,0,cancelled
703,317,whatsapp,pending,2024-08-11,TRUE,703,2024-09-28,69120,on_hold
704,702,whatsapp,pending,2025-03-04,FALSE,704,2026-08-31,784800,pending
705,794,phone,completed,2024-05-28,FALSE,705,2024-12-18,293760,on_hold
706,774,email,in_progress,2024-01-10,FALSE,706,2025-06-28,770400,approved
