invoice_id,client_id,matter_id,invoice_type,issued_at,due_date,amount,status
399,415,24,other_service,2021-01-03,2021-04-16,56619.64,not_processed
400,707,767,urgent_service,2019-11-12,2019-11-12,119390.82,not_processed
401,707,419,court_filing_fee,2021-12-08,2024-11-27,247722.88,failed
402,879,15,translation_service,2023-04-06,2023-04-06,228386.89,unpaid
403,724,276,process_fee,2022-07-23,2022-07-23,151709.23,unpaid
404,832,532,consultation_fee,2026-06-08,2026-06-08,27166.69,unpaid
405,899,178,consultation_fee,2026-09-12,2026-09-12,162700,not_processed
406,799,808,court_filing_fee,2023-07-26,2024-07-23,106072.78,unpaid
407,61,1,document_preparation,2026-01-06,2026-01-06,193886.43,unpaid
408,429,785,process_fee,2025-02-04,2025-02-04,137382.08,unpaid
409,702,777,translation_service,2023-09-27,2023-09-27,219377.13,unpaid
410,976,946,translation_service,2020-08-06,2021-06-11,151699.62,unpaid
411,660,973,document_preparation,2021-02-26,2023-12-01,143521.31,paid
412,235,560,other_service,2026-04-28,2026-04-28,72939.86,unpaid
413,641,855,court_filing_fee,2020-02-04,2024-01-25,204445.82,not_processed
414,334,571,other_service,2024-01-21,2024-01-21,40616.92,not_processed
415,846,709,translation_service,2018-06-14,2022-07-03,146915.09,failed
416,417,482,process_fee,2023-05-17,2023-05-17,99980.13,not_processed
417,429,748,translation_service,2023-08-07,2023-08-07,124975.69,unpaid
418,447,810,translation_service,2018-01-13,2018-08-17,76723.03,failed
419,993,297,translation_service,2026-09-12,2026-09-12,112150.96,unpaid
420,599,743,urgent_service,2026-09-12,2026-10-21,84618.29,unpaid
421,820,627,other_service,2021-07-19,2021-07-19,63850.83,unpaid
422,930,876,consultation_fee,2021-12-09,2021-12-09,112336.76,unpaid
423,567,295,process_fee,2022-12-20,2022-12-20,135815.44,unpaid
424,212,525,urgent_service,2026-07-27,2026-07-27,28565.8,unpaid
425,353,93,urgent_service,2020-05-29,2023-09-24,157914.52,failed
426,487,563,process_fee,2019-12-11,2019-12-11,239158.41,failed
427,65,821,urgent_service,2026-09-12,2026-09-12,15688.98,not_processed
428,895,426,other_service,2019-01-20,2023-02-26,178193.28,paid
429,433,65,other_service,2018-12-04,2025-11-19,54178.6,unpaid
430,26,127,consultation_fee,2021-01-08,2023-09-21,63137.52,not_processed
431,453,115,process_fee,2021-07-16,2021-07-16,143673.09,paid
432,811,468,document_preparation,2024-12-26,2024-12-26,223056.48,unpaid
433,334,316,translation_service,2019-05-23,2019-06-18,115186.91,paid
434,524,605,urgent_service,2022-06-22,2022-06-22,158620.28,unpaid
435,334,571,other_service,2024-04-16,2024-04-16,114072.82,paid
436,429,785,urgent_service,2024-04-10,2026-07-07,179211.73,paid
437,519,544,process_fee,2018-05-12,2021-10-31,179582.59,failed
438,657,121,court_filing_fee,2022-06-25,2022-06-25,66365.17,not_processed
439,26,127,court_filing_fee,2025-01-21,2025-01-21,235887.98,failed
440,801,358,document_preparation,2026-08-01,2026-08-01,50003.63,unpaid
441,841,469,document_preparation,2021-09-16,2021-09-16,159712.61,not_processed
442,249,283,other_service,2025-08-10,2025-08-10,126673.27,not_processed
443,119,66,document_preparation,2018-10-21,2022-03-04,116704.59,failed
444,2,137,process_fee,2019-06-15,2020-05-09,240825.43,failed
445,312,580,urgent_service,2020-08-04,2025-04-05,162095.17,unpaid
446,399,440,consultation_fee,2020-11-14,2024-03-16,232335.66,failed
447,551,951,process_fee,2019-09-30,2019-09-30,235201.47,failed
448,4,647,court_filing_fee,2018-07-30,2026-05-15,130924.3,paid
449,714,843,translation_service,2026-07-24,2026-07-24,141296.81,not_processed
450,121,540,document_preparation,2019-09-18,2021-05-19,206306.51,unpaid
451,801,475,court_filing_fee,2021-06-21,2021-06-21,73795.04,unpaid
452,169,339,process_fee,2020-07-17,2021-04-02,4432.39,not_processed
453,519,355,urgent_service,2026-01-03,2026-01-03,31502.26,failed
454,447,810,urgent_service,2019-06-17,2024-06-04,214645.42,failed
455,936,363,urgent_service,2022-08-04,2022-08-04,143834.95,paid
456,887,604,other_service,2024-08-20,2024-08-20,100916.1,unpaid
457,599,833,consultation_fee,2024-05-17,2026-07-24,227987.12,not_processed
458,228,84,other_service,2020-01-29,2024-06-02,63868.31,unpaid
459,867,761,consultation_fee,2018-06-03,2018-08-26,244756.5,failed
460,326,599,other_service,2022-01-16,2025-07-25,50874.18,not_processed
461,867,850,translation_service,2019-03-29,2019-07-30,90587.71,unpaid
462,267,640,consultation_fee,2019-08-21,2025-09-07,248540.74,not_processed
463,787,582,consultation_fee,2018-01-17,2026-02-26,1424.79,not_processed
464,897,823,court_filing_fee,2021-08-16,2021-08-16,150294.57,failed
465,76,888,translation_service,2022-02-15,2025-01-18,128959.29,unpaid
466,657,678,translation_service,2018-02-24,2024-01-30,120548.05,unpaid
467,196,938,urgent_service,2026-03-17,2026-03-17,119940.44,not_processed
468,758,261,translation_service,2018-09-16,2026-09-22,40593.69,not_processed
469,417,482,document_preparation,2023-02-05,2023-02-05,150848.91,unpaid
470,41,67,translation_service,2020-01-11,2020-01-11,19263.31,not_processed
471,363,579,consultation_fee,2023-03-02,2023-03-02,212324.67,paid
472,660,629,urgent_service,2025-02-03,2025-02-03,28325.07,not_processed
473,972,692,translation_service,2026-07-10,2026-07-10,202381.77,unpaid
474,704,7,translation_service,2024-08-27,2024-08-27,235968.59,failed
475,936,264,translation_service,2025-04-04,2026-04-09,248920.73,not_processed
476,801,358,urgent_service,2019-04-27,2019-04-27,235853.32,unpaid
477,795,871,document_preparation,2021-01-11,2021-01-11,154397.16,failed
478,554,361,consultation_fee,2021-11-23,2022-02-17,71383.48,not_processed
479,826,877,other_service,2022-01-09,2022-01-09,177169.03,paid
480,768,396,document_preparation,2022-12-30,2022-12-30,234734.05,unpaid
481,56,658,court_filing_fee,2018-08-28,2025-11-06,249878.34,failed
482,825,302,process_fee,2026-06-07,2026-06-07,205149.05,unpaid
483,6,13,urgent_service,2022-12-19,2022-12-19,203398.68,unpaid
484,983,213,other_service,2019-08-02,2024-03-10,15180.42,unpaid
485,251,913,translation_service,2021-01-17,2024-03-23,174522.05,paid
486,816,981,process_fee,2023-01-27,2023-01-27,108481.72,unpaid
487,471,826,translation_service,2019-11-26,2026-05-18,83774.02,failed
488,524,605,process_fee,2019-05-11,2024-04-21,175232.83,not_processed
489,828,543,translation_service,2026-05-20,2026-05-20,151304.73,failed
490,889,380,translation_service,2026-08-08,2026-08-08,59974.09,not_processed
491,459,898,consultation_fee,2019-01-03,2019-01-03,212335.65,failed
492,21,100,urgent_service,2023-02-24,2023-02-24,175802.91,failed
493,20,828,court_filing_fee,2023-06-20,2023-06-20,44364.11,paid
494,212,555,process_fee,2026-01-08,2026-01-08,221252.55,failed
495,353,954,consultation_fee,2024-07-11,2024-07-11,73206.07,failed
496,153,429,process_fee,2020-10-07,2020-10-07,218863.99,failed
497,664,570,urgent_service,2020-04-19,2025-06-01,182689.67,paid
498,957,771,translation_service,2020-12-11,2023-07-01,192255.38,failed
499,119,868,document_preparation,2018-05-30,2022-07-12,16880.64,paid
500,546,601,document_preparation,2021-04-17,2024-11-03,165053.97,failed
501,983,818,document_preparation,2026-06-04,2026-06-04,232815.1,not_processed
502,426,679,consultation_fee,2024-09-20,2024-09-20,83049.9,unpaid
503,825,846,court_filing_fee,2019-02-11,2019-07-14,111760.75,failed
504,576,585,other_service,2021-07-02,2021-07-02,37268.48,unpaid
505,128,628,other_service,2022-12-06,2022-12-06,115983.89,not_processed
506,417,482,process_fee,2018-12-31,2018-12-31,43784.1,not_processed
507,429,345,other_service,2023-05-27,2023-05-27,111920.46,not_processed
508,429,811,urgent_service,2018-07-19,2018-07-19,212864.63,paid
509,972,348,translation_service,2024-07-13,2024-07-13,29682.75,not_processed
510,66,617,urgent_service,2022-11-16,2022-11-16,176052.91,failed
511,119,211,translation_service,2022-01-16,2022-01-16,241655.72,unpaid
512,475,509,court_filing_fee,2024-03-08,2024-03-08,12264.36,not_processed
513,753,513,urgent_service,2019-08-18,2025-05-24,198205.36,failed
514,370,814,consultation_fee,2023-02-13,2024-04-08,79294.27,unpaid
515,993,995,urgent_service,2019-10-05,2024-09-08,196968.29,paid
516,454,671,other_service,2023-07-14,2023-07-14,103615.63,failed
517,519,544,other_service,2022-04-26,2023-02-01,156310.59,not_processed
518,729,388,court_filing_fee,2025-09-26,2025-09-26,45988.09,failed
519,665,229,consultation_fee,2023-06-27,2023-06-27,213457.98,failed
520,416,459,urgent_service,2023-02-04,2025-06-13,53227.04,not_processed
521,478,145,process_fee,2021-03-16,2021-03-16,90936.09,paid
522,509,501,other_service,2025-09-14,2025-09-14,93603.42,unpaid
523,554,30,other_service,2022-07-01,2022-07-01,246142.24,not_processed
524,753,516,translation_service,2022-06-11,2022-06-11,81977.18,unpaid
525,223,383,translation_service,2026-09-12,2026-09-12,208932.03,paid
526,76,888,translation_service,2020-07-24,2025-08-21,126216.19,failed
527,879,192,translation_service,2025-03-10,2025-03-10,4003.11,failed
528,985,940,urgent_service,2021-11-02,2025-04-01,87248.46,not_processed
529,478,790,document_preparation,2020-03-17,2024-08-14,181864.96,failed
530,164,381,other_service,2026-08-17,2026-08-17,58327.74,paid
531,467,910,translation_service,2021-01-14,2026-10-13,173153.96,paid
532,554,359,consultation_fee,2025-08-15,2025-08-15,153206.68,unpaid
533,753,140,process_fee,2019-12-03,2020-10-28,161212.57,failed
534,492,45,court_filing_fee,2021-05-18,2025-11-30,170532.86,unpaid
535,974,760,document_preparation,2021-03-10,2021-03-13,65993.93,unpaid
536,92,762,other_service,2020-02-26,2025-10-28,64113.1,unpaid
537,143,308,consultation_fee,2018-12-16,2025-12-25,72739.54,unpaid
538,4,672,court_filing_fee,2023-03-17,2023-11-29,131834.6,not_processed
539,476,95,translation_service,2021-05-25,2021-05-25,140852.51,paid
540,190,529,consultation_fee,2025-08-15,2025-08-15,114443.98,unpaid
541,453,352,document_preparation,2020-05-25,2020-05-25,42254.17,not_processed
542,82,129,urgent_service,2020-09-21,2020-09-21,219375.34,not_processed
543,702,777,process_fee,2020-10-29,2020-10-29,28868.25,unpaid
544,454,631,process_fee,2025-08-15,2025-08-15,208784.23,unpaid
545,993,995,translation_service,2025-10-19,2026-08-11,100618.7,unpaid
546,154,786,urgent_service,2023-02-21,2023-02-21,59752.25,not_processed
547,576,932,other_service,2026-09-12,2026-09-12,177527.28,not_processed
548,704,948,court_filing_fee,2018-04-28,2024-10-12,205753.88,not_processed
549,148,839,document_preparation,2020-05-25,2020-05-25,911.84,paid
550,519,544,other_service,2026-01-26,2026-01-26,142487.23,unpaid
551,429,345,other_service,2019-08-17,2024-08-24,162381.92,not_processed
552,886,494,consultation_fee,2023-07-30,2024-01-28,125853.84,paid
553,859,6,process_fee,2021-06-08,2023-04-06,218793.99,not_processed
554,370,814,process_fee,2025-07-11,2025-07-11,104493.91,paid
555,758,46,process_fee,2025-03-09,2025-03-09,116578.6,unpaid
556,152,714,document_preparation,2026-05-17,2026-05-17,3986.13,unpaid
557,806,368,court_filing_fee,2019-04-20,2021-07-29,205190.36,not_processed
558,547,763,consultation_fee,2026-01-30,2026-01-30,22377,failed
559,993,995,court_filing_fee,2025-05-16,2026-04-09,158370.61,failed
560,413,161,translation_service,2018-06-08,2025-04-20,154167.52,failed
561,384,41,other_service,2021-06-10,2025-12-16,49908.52,unpaid
562,485,519,other_service,2021-08-26,2023-08-05,227355.24,paid
563,312,580,court_filing_fee,2025-06-19,2025-06-19,240425.22,failed
564,793,753,urgent_service,2024-06-11,2026-08-25,212224.47,not_processed
565,616,750,court_filing_fee,2024-10-15,2024-10-15,235871.54,not_processed
566,921,740,consultation_fee,2024-07-02,2026-01-25,60052.52,paid
567,883,510,translation_service,2026-05-02,2026-05-02,99832.5,not_processed
568,889,930,court_filing_fee,2024-05-04,2024-05-04,191979.13,unpaid
569,426,944,translation_service,2024-04-18,2024-04-18,177852.2,not_processed
570,612,70,other_service,2020-04-26,2025-04-15,50663.5,paid
571,859,772,document_preparation,2018-07-08,2022-06-06,93843.2,not_processed
572,487,801,document_preparation,2021-09-06,2021-09-06,115420.81,unpaid
573,774,968,process_fee,2025-12-29,2025-12-29,216467.44,failed
574,149,443,document_preparation,2023-06-09,2024-06-20,82690.28,not_processed
575,731,174,urgent_service,2023-07-02,2023-07-02,67478.24,not_processed
576,802,586,court_filing_fee,2020-05-05,2021-03-06,101459.95,unpaid
577,972,577,process_fee,2025-01-02,2025-01-02,153772.61,failed
578,886,494,process_fee,2026-08-29,2026-08-29,45665.34,failed
579,149,856,translation_service,2025-01-21,2025-01-21,38596.3,failed
580,145,642,court_filing_fee,2025-12-07,2025-12-07,184505.14,unpaid
581,587,485,document_preparation,2022-06-15,2022-06-15,5227.13,unpaid
582,236,782,process_fee,2018-06-18,2019-09-18,110939.33,paid
583,729,388,consultation_fee,2023-02-07,2023-02-07,178363.23,not_processed
584,128,44,other_service,2025-10-12,2026-10-25,158985,failed
585,758,662,consultation_fee,2022-11-06,2024-04-21,57275.41,unpaid
586,413,792,other_service,2025-04-14,2025-05-09,240633.12,not_processed
587,251,713,urgent_service,2021-08-30,2025-02-19,60052.09,unpaid
588,210,165,process_fee,2019-10-05,2025-01-10,32940.05,unpaid
589,833,704,translation_service,2025-06-27,2025-06-27,142370.39,paid
590,992,574,translation_service,2026-09-12,2026-09-12,152903.56,paid
591,804,155,document_preparation,2024-08-10,2024-08-10,84384.34,unpaid
592,295,687,document_preparation,2020-09-30,2023-06-28,67650.16,paid
593,802,586,court_filing_fee,2020-01-19,2025-08-08,180682.24,unpaid
594,773,515,document_preparation,2020-01-11,2020-01-11,35997.9,unpaid
595,524,880,consultation_fee,2021-12-17,2022-10-15,204793.09,unpaid
596,48,546,other_service,2026-09-12,2026-09-12,239591.06,unpaid
597,741,572,other_service,2025-07-21,2025-07-21,159923.39,not_processed
598,161,226,other_service,2025-01-15,2025-01-15,17987.84,unpaid
599,210,165,court_filing_fee,2020-09-06,2024-09-17,237748.45,failed
600,32,452,urgent_service,2025-02-24,2025-02-24,179434.7,failed
601,597,255,process_fee,2018-07-02,2026-12-10,62234.23,unpaid
602,984,776,translation_service,2019-12-11,2019-12-11,125728.18,not_processed
603,401,271,process_fee,2018-03-02,2020-09-21,88684.37,unpaid
604,475,756,court_filing_fee,2022-09-07,2024-02-14,153949.05,paid
605,369,238,court_filing_fee,2026-03-23,2026-03-23,95836.92,failed
606,993,903,urgent_service,2018-10-14,2024-04-16,46396.15,failed
607,334,251,process_fee,2025-02-12,2025-02-12,245827.27,paid
608,478,91,process_fee,2024-04-17,2025-05-22,218994.88,paid
609,399,844,process_fee,2025-06-20,2025-06-20,236407.93,not_processed
610,170,746,translation_service,2021-07-09,2025-10-25,85687.86,unpaid
611,666,594,translation_service,2020-07-20,2022-02-18,15621.26,unpaid
612,680,432,court_filing_fee,2022-11-09,2022-11-09,214565.76,failed
613,832,235,other_service,2021-06-19,2022-08-10,94613.87,not_processed
614,425,144,urgent_service,2019-03-30,2026-12-17,243264.28,unpaid
615,218,214,translation_service,2019-03-12,2019-03-12,180009.81,unpaid
616,416,83,consultation_fee,2020-09-24,2024-09-13,116889.77,paid
617,478,790,court_filing_fee,2022-06-18,2022-06-18,115046.56,not_processed
618,554,680,document_preparation,2020-04-12,2020-06-26,203933.85,unpaid
619,478,145,court_filing_fee,2024-10-24,2024-10-24,44836.38,unpaid
620,669,4,translation_service,2021-02-17,2022-09-09,216983.44,unpaid
621,554,30,court_filing_fee,2025-12-24,2025-12-24,91798.73,not_processed
622,588,162,process_fee,2022-11-23,2022-11-23,83141.78,not_processed
623,190,878,court_filing_fee,2021-03-06,2023-09-18,9864.44,unpaid
624,519,504,court_filing_fee,2018-01-09,2026-04-23,194543.19,not_processed
625,417,364,document_preparation,2025-06-11,2025-06-11,193763.46,unpaid
626,399,215,document_preparation,2020-01-26,2020-01-26,232125.59,failed
627,243,353,process_fee,2018-12-05,2024-11-23,41961.64,paid
628,255,309,urgent_service,2020-05-23,2024-09-16,166657.35,not_processed
629,927,500,other_service,2019-03-28,2024-04-17,94131.32,failed
630,170,746,translation_service,2022-03-30,2024-07-19,123124.08,unpaid
631,275,626,translation_service,2021-05-04,2021-05-04,58383.72,failed
632,664,816,court_filing_fee,2020-12-16,2024-04-03,62536.51,failed
633,121,963,translation_service,2025-06-21,2025-06-21,63349.41,failed
634,622,702,document_preparation,2025-03-07,2025-03-07,208005.5,paid
635,154,786,process_fee,2022-04-30,2022-04-30,236822.89,failed
636,799,808,process_fee,2023-03-28,2023-03-28,126722.59,unpaid
637,605,554,other_service,2018-07-13,2022-03-11,63422.17,failed
638,666,707,urgent_service,2021-08-18,2021-08-18,42548.53,unpaid
639,313,553,document_preparation,2024-06-02,2024-06-02,226298.49,unpaid
640,139,749,translation_service,2023-06-27,2026-12-02,81384.87,failed
641,413,836,process_fee,2022-04-07,2022-05-06,20035.95,not_processed
642,28,732,document_preparation,2021-07-17,2025-05-22,65001.81,unpaid
643,546,601,other_service,2026-07-24,2026-07-24,127714.87,unpaid
644,832,235,other_service,2019-02-10,2021-11-13,231558.73,paid
645,365,673,process_fee,2021-03-20,2021-03-20,74044.66,unpaid
646,92,59,urgent_service,2021-02-01,2024-04-30,177183.31,paid
647,32,452,process_fee,2019-10-07,2022-06-20,111863.31,unpaid
648,13,449,urgent_service,2020-04-22,2020-04-22,139585.53,not_processed
649,554,361,urgent_service,2020-07-24,2022-04-08,224866.13,paid
650,402,900,other_service,2023-06-28,2025-06-06,190314.62,failed
651,825,842,document_preparation,2026-09-12,2026-09-12,114797.08,unpaid
652,478,275,process_fee,2023-11-10,2023-11-10,64703.53,not_processed
653,957,206,consultation_fee,2022-07-19,2023-05-27,4783.84,not_processed
654,429,21,other_service,2026-03-01,2026-03-01,24121.61,failed
655,4,672,court_filing_fee,2023-08-29,2023-09-07,167465.79,unpaid
656,384,41,translation_service,2022-05-19,2022-05-19,119768.29,paid
657,201,832,translation_service,2023-02-07,2023-07-20,132464.01,not_processed
658,211,247,consultation_fee,2020-07-30,2026-12-14,15576.91,paid
659,66,301,urgent_service,2018-10-01,2022-07-15,53953.2,not_processed
660,895,426,other_service,2024-06-26,2024-06-26,202160.26,paid
661,374,618,translation_service,2022-10-13,2023-09-01,87191.46,unpaid
662,65,821,document_preparation,2018-07-24,2022-10-04,206551,failed
663,954,897,urgent_service,2024-01-02,2024-01-02,163458.13,unpaid
664,758,46,court_filing_fee,2022-03-09,2026-10-11,55223.05,not_processed
665,514,561,process_fee,2020-09-12,2020-09-12,51968.89,failed
666,657,825,process_fee,2025-07-22,2025-07-22,137683.71,unpaid
667,149,856,court_filing_fee,2018-11-14,2026-03-25,41004.35,paid
668,657,557,consultation_fee,2022-10-06,2024-09-27,70618.98,failed
669,153,126,urgent_service,2021-02-06,2022-12-08,55657,unpaid
670,152,667,process_fee,2019-01-11,2020-03-27,33076.21,paid
671,889,930,consultation_fee,2025-07-05,2025-07-05,87746.14,failed
672,61,57,urgent_service,2018-04-03,2024-11-20,172201.33,unpaid
673,541,118,urgent_service,2021-01-07,2022-11-22,102426.9,paid
674,129,564,court_filing_fee,2020-05-19,2020-09-21,25384.95,paid
675,41,29,court_filing_fee,2019-11-19,2019-11-19,37609.35,paid
676,453,352,consultation_fee,2024-02-20,2026-02-14,157146.31,not_processed
677,886,10,consultation_fee,2020-04-10,2026-01-14,184294.18,not_processed
678,426,623,other_service,2023-12-03,2023-12-03,170333.26,failed
679,680,267,document_preparation,2021-08-30,2021-08-30,153503.6,failed
680,4,55,document_preparation,2026-08-20,2026-08-20,93603.22,not_processed
681,679,659,other_service,2020-04-04,2020-04-04,163523.59,failed
682,329,520,court_filing_fee,2023-08-11,2023-08-11,41073.5,unpaid
683,909,775,other_service,2022-01-02,2022-01-02,172973.86,paid
684,486,417,process_fee,2019-02-20,2024-10-08,222283.3,not_processed
685,370,814,urgent_service,2023-09-24,2023-09-24,187396.35,failed
686,768,663,other_service,2024-09-21,2024-09-21,22492.63,not_processed
687,342,9,document_preparation,2023-07-04,2023-10-03,182480.27,unpaid
688,153,1000,other_service,2026-08-27,2026-08-27,157514.38,failed
689,801,5,court_filing_fee,2020-02-08,2024-03-29,88884.99,unpaid
690,707,284,translation_service,2025-08-24,2025-08-24,39886.93,unpaid
691,895,426,consultation_fee,2025-07-23,2025-07-23,76798.86,not_processed
692,502,294,urgent_service,2019-02-02,2023-03-05,229783.92,failed
693,660,862,document_preparation,2023-04-21,2023-04-21,48602.57,unpaid
694,675,360,other_service,2022-03-29,2024-07-18,150444.72,not_processed
695,534,184,process_fee,2018-08-08,2021-03-21,25866.07,unpaid
696,35,765,other_service,2026-01-22,2026-01-22,30520.42,unpaid
697,90,648,translation_service,2025-06-15,2025-06-15,32729.9,unpaid
698,413,161,document_preparation,2019-09-24,2023-10-28,48124.23,paid
699,399,215,other_service,2024-03-08,2024-03-08,59615.71,paid
700,293,901,document_preparation,2018-11-12,2023-11-08,135248.82,failed
701,641,855,court_filing_fee,2022-10-24,2022-10-24,158135.8,failed
702,121,963,urgent_service,2018-04-13,2022-10-02,1896.43,unpaid
703,772,537,urgent_service,2023-04-05,2023-04-05,223288.55,failed
704,846,556,process_fee,2020-06-26,2020-06-26,154744.21,unpaid
705,471,826,translation_service,2021-05-30,2026-03-07,181013.83,failed
706,445,26,translation_service,2026-09-12,2026-09-12,129977.08,paid
707,626,170,urgent_service,2020-10-12,2024-04-18,4993.6,unpaid
708,755,950,translation_service,2022-01-18,2022-01-18,128316.49,failed
709,254,464,process_fee,2019-01-17,2026-04-30,48206.67,unpaid
710,121,963,process_fee,2026-07-23,2026-07-23,166374.62,failed
711,417,307,document_preparation,2018-11-02,2022-02-13,219255.6,unpaid
712,798,425,court_filing_fee,2025-06-01,2025-06-01,16597.49,not_processed
713,773,304,process_fee,2025-07-26,2025-07-26,70474.73,not_processed
714,413,813,urgent_service,2023-09-22,2024-04-09,13236.73,unpaid
715,306,610,process_fee,2025-05-29,2025-05-29,105965.76,unpaid
716,816,198,process_fee,2024-09-13,2024-09-13,208035.68,paid
717,519,533,consultation_fee,2019-06-18,2019-06-18,177399.25,paid
718,417,123,process_fee,2021-10-09,2021-10-09,19613.86,unpaid
719,885,744,document_preparation,2018-12-01,2025-03-20,49118.31,unpaid
720,236,534,urgent_service,2025-03-25,2025-03-25,35032.04,unpaid
721,921,740,document_preparation,2018-09-28,2021-08-17,183752.88,not_processed
722,936,264,document_preparation,2025-02-25,2025-02-25,171786.11,unpaid
723,867,850,process_fee,2025-04-23,2025-04-23,139001.83,failed
724,502,881,urgent_service,2025-06-04,2026-04-10,60408,unpaid
725,151,912,consultation_fee,2021-04-25,2021-04-25,74951.43,not_processed
726,554,106,court_filing_fee,2018-01-20,2022-08-13,95050.93,failed
727,374,618,document_preparation,2024-02-20,2026-11-17,181344.35,failed
728,334,251,consultation_fee,2020-03-30,2020-03-30,170871.59,failed
729,208,331,other_service,2023-09-17,2023-09-17,22114.58,unpaid
730,742,824,document_preparation,2022-09-24,2023-03-20,243724.5,failed
731,478,790,consultation_fee,2019-02-06,2020-02-02,5817.32,paid
732,971,89,process_fee,2023-09-22,2023-09-22,147078.4,unpaid
733,626,921,consultation_fee,2024-02-26,2024-02-26,47152.41,unpaid
734,554,422,document_preparation,2020-06-04,2020-06-04,229658.65,not_processed
735,83,160,other_service,2021-01-21,2022-09-07,148985.56,failed
736,155,847,court_filing_fee,2021-03-23,2022-07-17,151187.84,unpaid
737,707,975,process_fee,2023-01-04,2023-01-04,176808.62,paid
738,365,673,document_preparation,2018-02-20,2019-05-07,92528.96,failed
739,879,15,process_fee,2023-01-13,2025-03-12,12803.54,failed
740,475,979,urgent_service,2023-12-20,2023-12-20,140571.86,paid
741,613,928,process_fee,2026-07-28,2026-07-28,223579.37,unpaid
742,679,659,court_filing_fee,2022-02-10,2022-08-24,119409.67,unpaid
743,899,146,consultation_fee,2023-02-27,2023-02-27,192062.57,not_processed
744,551,103,consultation_fee,2021-02-14,2022-04-15,124283.56,not_processed
745,846,709,consultation_fee,2022-01-27,2026-08-04,240964.95,not_processed
746,567,295,consultation_fee,2020-07-08,2026-08-25,89723.53,unpaid
747,415,351,urgent_service,2024-04-11,2024-04-11,143450.73,not_processed
748,717,139,other_service,2018-04-06,2018-04-06,34994.88,failed
749,201,347,translation_service,2026-09-12,2026-09-12,34672.31,unpaid
750,346,338,other_service,2022-01-20,2022-01-20,156692.96,not_processed
751,129,369,translation_service,2026-07-26,2026-07-26,146246.5,unpaid
752,832,858,court_filing_fee,2024-11-06,2024-11-06,159953.38,not_processed
753,161,226,consultation_fee,2018-11-09,2026-11-23,4500.33,not_processed
754,218,614,translation_service,2019-12-11,2020-07-08,195876.98,unpaid
755,964,92,consultation_fee,2026-05-11,2026-05-11,199777.74,unpaid
756,311,993,court_filing_fee,2025-03-02,2026-10-27,67987.31,failed
757,966,550,process_fee,2023-06-19,2023-06-19,194775.2,unpaid
758,426,623,consultation_fee,2025-11-02,2025-11-02,157970.06,paid
759,519,113,other_service,2019-03-02,2019-03-02,230300.49,not_processed
760,370,220,urgent_service,2023-07-09,2024-02-23,62071.13,unpaid
761,151,791,other_service,2026-06-10,2026-06-10,219985.36,not_processed
762,370,885,other_service,2026-09-04,2026-09-04,171478.36,unpaid
763,210,356,translation_service,2019-09-01,2020-05-06,96807.81,not_processed
764,415,351,consultation_fee,2020-06-25,2026-04-17,51649.77,not_processed
765,19,931,other_service,2025-10-18,2025-10-18,78737.2,not_processed
766,178,620,urgent_service,2025-12-13,2025-12-13,25807.42,paid
767,398,94,process_fee,2025-03-22,2025-03-22,81160.01,failed
768,11,699,court_filing_fee,2018-02-17,2026-04-25,18691.36,failed
769,758,46,translation_service,2019-11-20,2019-11-20,208750.59,failed
770,16,319,court_filing_fee,2025-07-11,2025-07-11,130375.23,not_processed
771,48,410,translation_service,2026-02-12,2026-02-12,104512.18,failed
772,612,787,urgent_service,2023-04-07,2025-04-25,54926.53,not_processed
773,208,256,process_fee,2020-04-28,2020-04-28,59165.59,paid
774,478,790,translation_service,2026-09-12,2026-09-12,128937.02,not_processed
775,334,316,urgent_service,2022-10-10,2024-11-20,117470.36,failed
776,540,120,other_service,2019-06-18,2021-02-13,120458.47,failed
777,998,634,consultation_fee,2019-09-14,2019-09-14,29970.82,not_processed
778,599,291,translation_service,2024-11-26,2024-11-26,153238.24,failed
779,616,750,translation_service,2021-07-11,2025-02-10,125132.92,not_processed
780,877,367,court_filing_fee,2021-05-31,2021-05-31,178802.54,failed
781,832,532,court_filing_fee,2018-11-24,2021-07-06,163669.5,failed
782,534,967,process_fee,2025-06-26,2025-06-26,64696.75,unpaid
783,399,215,urgent_service,2026-09-12,2026-09-12,176300.94,paid
784,341,976,urgent_service,2021-03-09,2023-05-20,38612.47,not_processed
785,190,217,urgent_service,2020-12-19,2020-12-19,94295.87,failed
786,780,495,translation_service,2025-11-07,2025-11-07,116586.91,paid
787,134,558,consultation_fee,2025-10-03,2025-10-03,82223.59,failed
788,680,432,other_service,2022-07-06,2023-05-12,133282.78,paid
789,185,169,translation_service,2023-04-22,2026-08-25,126228.45,failed
790,236,534,process_fee,2018-07-28,2026-07-14,223131.03,paid
791,346,708,translation_service,2020-12-07,2020-12-07,8323.58,failed
792,161,149,consultation_fee,2018-01-24,2024-06-15,101196.53,unpaid
793,801,5,other_service,2021-10-18,2023-05-30,239728.7,unpaid
794,816,981,other_service,2018-09-04,2023-06-22,152149.67,failed
795,963,689,translation_service,2020-09-05,2020-09-05,151007.23,unpaid
796,212,525,urgent_service,2021-08-05,2021-08-26,191701.05,unpaid
797,844,807,court_filing_fee,2023-04-27,2023-10-12,212619.11,not_processed
798,859,6,urgent_service,2022-10-11,2022-10-11,124221.66,unpaid
