matter_id,client_id,consultation_id,matter_type,origin_channel,opened_at,current_stage,responsible_lawyer_id,total_fee_agreed,contract_signed,power_of_attorney_signed,documents_complete,closed_at,outcome
251,334,267,administrative,phone,2026-09-12,pending,251,3153.77,TRUE,FALSE,TRUE,,ongoing
252,321,732,commercial,whatsapp,2022-04-23,closed,252,3543.39,FALSE,TRUE,TRUE,2026-09-12,settled
253,131,312,labor,whatsapp,2020-12-24,closed,253,3419.05,FALSE,TRUE,FALSE,2020-12-24,lost_case
254,139,172,labor,whatsapp,2026-09-12,closed,254,223.11,FALSE,TRUE,FALSE,2026-09-12,completed
255,597,201,labor,whatsapp,2022-02-11,closed,255,3411.47,FALSE,FALSE,FALSE,2022-02-11,lost_case
256,208,966,contract_review,phone,2026-09-12,closed,256,3299.67,TRUE,FALSE,TRUE,2026-09-12,office_declined
257,951,869,administrative,email,2017-07-16,rejected,257,4868.93,TRUE,TRUE,FALSE,,in_progress
258,161,344,labor,phone,2015-02-05,closed,258,1750.03,TRUE,TRUE,FALSE,2026-09-12,client_withdrawal
259,724,287,contract_review,phone,2026-09-12,closed,259,1174.96,TRUE,FALSE,TRUE,2026-09-12,cancelled
260,124,189,administrative,whatsapp,2026-09-12,closed,260,351.87,FALSE,FALSE,FALSE,2026-09-12,cancelled
261,758,777,consultation,whatsapp,2015-08-24,under_review,261,2898.03,TRUE,TRUE,TRUE,,ongoing
262,895,601,immigration,whatsapp,2026-09-12,closed,262,1319.94,TRUE,FALSE,FALSE,2026-09-12,client_withdrawal
263,975,387,labor,phone,2017-06-27,under_investigation,263,448.68,TRUE,FALSE,FALSE,,in_progress
264,936,502,contract_review,email,2026-09-12,closed,264,490.37,FALSE,TRUE,TRUE,2026-09-12,resolved
265,826,651,real_estate,phone,2018-11-24,in_process,265,1371.59,TRUE,FALSE,TRUE,,accepted
266,72,323,real_estate,whatsapp,2026-09-12,closed,266,3488.39,TRUE,TRUE,TRUE,2026-09-12,client_withdrawal
267,680,625,real_estate,whatsapp,2018-01-23,rejected,267,2241.63,FALSE,FALSE,TRUE,,accepted
268,407,479,administrative,whatsapp,2024-12-09,closed,268,3891.05,FALSE,FALSE,TRUE,2024-12-09,resolved
269,854,566,administrative,whatsapp,2026-09-12,closed,269,3605,TRUE,TRUE,FALSE,2026-09-12,cancelled
270,694,905,consultation,phone,2016-11-20,closed,270,1317.82,TRUE,TRUE,FALSE,2022-08-19,settled
271,401,96,commercial,email,2026-09-12,closed,271,1781.37,FALSE,FALSE,FALSE,2026-09-12,completed
272,154,638,labor,phone,2026-05-14,closed,272,4271.3,TRUE,TRUE,TRUE,2026-05-14,cancelled
273,117,753,contract_review,whatsapp,2026-09-12,closed,273,4873.1,TRUE,FALSE,FALSE,2026-09-12,lost_case
274,170,369,criminal,phone,2026-09-12,closed,274,4505.7,FALSE,FALSE,TRUE,2026-09-12,lost_case
275,478,463,commercial,email,2018-02-11,in_process,275,2545.35,TRUE,FALSE,TRUE,,in_progress
276,724,107,family,phone,2025-08-16,closed,276,4323.49,TRUE,TRUE,FALSE,2026-05-10,cancelled
277,844,987,real_estate,phone,2019-02-09,closed,277,2825.41,TRUE,FALSE,FALSE,2020-12-01,resolved
278,685,349,commercial,email,2026-09-12,closed,278,3201.23,FALSE,TRUE,TRUE,2026-09-12,completed
279,628,958,consultation,whatsapp,2025-11-25,closed,279,1275.6,TRUE,FALSE,TRUE,2026-09-12,office_declined
280,454,788,labor,phone,2024-09-13,in_process,280,955.18,FALSE,TRUE,FALSE,,accepted
281,932,626,criminal,whatsapp,2016-09-15,closed,281,2599.77,FALSE,TRUE,TRUE,2021-11-21,cancelled
282,885,232,contract_review,whatsapp,2026-09-12,closed,282,720.62,FALSE,TRUE,FALSE,2026-09-12,client_withdrawal
283,249,235,civil,email,2022-11-13,delayed,283,4552.17,TRUE,TRUE,TRUE,,accepted
284,707,45,immigration,whatsapp,2016-07-17,closed,284,2031.64,TRUE,TRUE,FALSE,2021-12-29,settled
285,779,128,civil,phone,2026-09-12,closed,285,3553.59,FALSE,FALSE,FALSE,2026-09-12,cancelled
286,509,919,commercial,whatsapp,2024-04-20,closed,286,4951.26,TRUE,TRUE,FALSE,2024-04-20,resolved
287,817,185,immigration,whatsapp,2026-09-12,closed,287,2954,TRUE,TRUE,FALSE,2026-09-12,settled
288,993,854,immigration,whatsapp,2024-07-18,closed,288,4133.09,FALSE,TRUE,FALSE,2026-09-12,settled
289,523,637,labor,whatsapp,2026-09-12,closed,289,4342.91,FALSE,FALSE,TRUE,2026-09-12,settled
290,484,846,immigration,whatsapp,2016-07-08,under_review,290,2089.73,TRUE,FALSE,FALSE,,accepted
291,599,620,real_estate,whatsapp,2026-09-12,awaiting_response,291,774.25,FALSE,FALSE,TRUE,,accepted
292,31,298,criminal,email,2024-12-04,closed,292,2289.48,TRUE,FALSE,FALSE,2026-09-12,completed
293,132,341,criminal,whatsapp,2018-10-09,closed,293,4344.47,FALSE,FALSE,FALSE,2020-01-23,office_declined
294,502,647,real_estate,whatsapp,2026-09-12,closed,294,4481.56,FALSE,FALSE,FALSE,2026-09-12,cancelled
295,567,391,civil,whatsapp,2019-04-08,under_review,295,867.76,TRUE,FALSE,FALSE,,in_progress
296,240,270,family,email,2022-12-16,closed,296,3406.21,TRUE,TRUE,FALSE,2024-01-20,office_declined
297,993,537,administrative,phone,2017-11-17,closed,297,4099.58,TRUE,TRUE,TRUE,2019-11-04,completed
298,832,316,family,whatsapp,2026-09-12,pending,298,1263.27,TRUE,TRUE,TRUE,,in_progress
299,183,308,administrative,email,2026-09-12,closed,299,4303.56,FALSE,FALSE,FALSE,2026-09-12,client_withdrawal
300,152,738,contract_review,whatsapp,2026-09-12,in_process,300,4190.38,FALSE,FALSE,FALSE,,ongoing
301,66,159,administrative,whatsapp,2023-06-02,pending,301,4101.85,TRUE,FALSE,TRUE,,accepted
302,825,884,family,phone,2025-09-06,closed,302,690.88,TRUE,FALSE,TRUE,2026-04-04,settled
303,540,887,commercial,email,2021-04-18,awaiting_response,303,1543.38,FALSE,FALSE,FALSE,,accepted
304,773,759,labor,email,2026-09-12,closed,304,2117.83,FALSE,TRUE,FALSE,2026-09-12,completed
305,139,516,commercial,email,2022-06-29,closed,305,4080.8,TRUE,FALSE,TRUE,2022-06-29,completed
306,647,484,commercial,phone,2022-01-30,closed,306,1679.45,TRUE,FALSE,TRUE,2026-09-12,office_declined
307,417,921,immigration,email,2026-09-12,pending,307,779.3,FALSE,TRUE,TRUE,,ongoing
308,143,699,consultation,whatsapp,2019-12-08,closed,308,1197.57,TRUE,TRUE,FALSE,2021-10-29,office_declined
309,255,176,administrative,whatsapp,2016-01-10,under_review,309,3596.92,TRUE,FALSE,TRUE,,ongoing
310,149,825,criminal,phone,2016-04-11,closed,310,3854.38,FALSE,FALSE,FALSE,2026-09-12,settled
311,966,186,criminal,email,2026-09-12,rejected,311,559.24,FALSE,TRUE,TRUE,,ongoing
312,82,348,civil,phone,2026-09-12,in_process,312,1970.77,FALSE,FALSE,FALSE,,ongoing
313,818,44,immigration,phone,2023-10-20,closed,313,2970.1,FALSE,FALSE,TRUE,2026-09-12,cancelled
314,642,839,contract_review,phone,2024-11-12,closed,314,2736.99,FALSE,TRUE,FALSE,2026-02-28,client_withdrawal
315,255,176,contract_review,email,2020-07-19,closed,315,457.62,TRUE,FALSE,FALSE,2021-08-19,completed
316,334,652,criminal,phone,2026-09-12,closed,316,4224.56,TRUE,TRUE,TRUE,2026-09-12,settled
317,641,111,labor,whatsapp,2026-09-12,closed,317,909.99,FALSE,TRUE,TRUE,2026-09-12,cancelled
318,451,796,criminal,phone,2018-10-16,closed,318,2383.11,FALSE,FALSE,FALSE,2023-12-22,lost_case
319,16,374,civil,email,2021-07-18,closed,319,2427.33,FALSE,FALSE,FALSE,2021-07-18,resolved
320,212,491,contract_review,whatsapp,2023-04-21,closed,320,4669.35,TRUE,TRUE,TRUE,2023-04-21,client_withdrawal
321,824,25,immigration,email,2021-05-24,in_process,321,3017.46,TRUE,FALSE,TRUE,,in_progress
322,342,720,civil,email,2026-09-12,closed,322,3198.41,FALSE,TRUE,FALSE,2026-09-12,settled
323,248,985,real_estate,phone,2015-02-23,in_process,323,1245.75,FALSE,FALSE,FALSE,,in_progress
324,544,965,real_estate,whatsapp,2025-03-28,closed,324,4933.34,TRUE,FALSE,TRUE,2025-08-14,client_withdrawal
325,859,350,consultation,phone,2026-09-12,under_review,325,2284.57,FALSE,FALSE,TRUE,,ongoing
326,311,215,administrative,phone,2019-10-14,in_process,326,1497.05,FALSE,TRUE,FALSE,,accepted
327,406,40,labor,whatsapp,2021-07-24,closed,327,3186.64,TRUE,TRUE,FALSE,2026-08-29,cancelled
328,930,301,labor,whatsapp,2023-04-26,closed,328,1521.96,FALSE,TRUE,FALSE,2023-04-26,completed
329,154,47,labor,phone,2026-04-08,closed,329,4870.17,TRUE,TRUE,FALSE,2026-09-12,office_declined
330,660,756,contract_review,phone,2021-01-25,closed,330,3856.68,TRUE,FALSE,FALSE,2021-01-25,cancelled
331,208,119,contract_review,whatsapp,2017-01-15,closed,331,2179.75,FALSE,FALSE,TRUE,2026-09-12,office_declined
332,190,424,immigration,email,2026-09-12,closed,332,4563.26,FALSE,FALSE,FALSE,2026-09-12,client_withdrawal
333,21,22,commercial,phone,2023-09-30,closed,333,1534.84,FALSE,TRUE,FALSE,2026-09-12,settled
334,801,751,criminal,whatsapp,2026-09-12,closed,334,3339.93,FALSE,TRUE,FALSE,2026-09-12,settled
335,145,527,real_estate,phone,2016-06-30,closed,335,3551.44,FALSE,FALSE,TRUE,2025-03-31,settled
336,21,22,criminal,whatsapp,2021-08-26,closed,336,1892.68,FALSE,FALSE,TRUE,2021-08-26,office_declined
337,390,874,civil,email,2015-01-28,in_process,337,3858.92,TRUE,FALSE,FALSE,,accepted
338,346,662,family,email,2026-09-12,in_process,338,999.19,FALSE,FALSE,FALSE,,in_progress
339,169,807,consultation,whatsapp,2026-09-12,closed,339,2353.69,TRUE,TRUE,TRUE,2026-09-12,completed
340,811,544,consultation,whatsapp,2015-12-20,closed,340,824.48,TRUE,TRUE,TRUE,2026-09-12,resolved
341,972,469,criminal,phone,2023-12-21,delayed,341,3599.67,TRUE,TRUE,FALSE,,accepted
342,772,85,civil,email,2022-07-21,closed,342,1246.07,TRUE,TRUE,FALSE,2025-08-30,lost_case
343,983,148,real_estate,whatsapp,2022-02-04,closed,343,1385.87,FALSE,FALSE,FALSE,2026-03-05,lost_case
344,824,453,contract_review,whatsapp,2018-05-23,closed,344,278.39,TRUE,TRUE,FALSE,2020-06-22,office_declined
345,429,462,consultation,whatsapp,2019-04-07,closed,345,4250.84,FALSE,TRUE,TRUE,2019-04-07,office_declined
346,20,458,commercial,email,2026-01-05,closed,346,4975.99,FALSE,TRUE,TRUE,2026-01-05,resolved
347,201,129,commercial,phone,2016-04-18,in_process,347,405.72,TRUE,TRUE,TRUE,,in_progress
348,972,693,commercial,whatsapp,2020-06-16,closed,348,1245.68,FALSE,FALSE,TRUE,2023-03-14,completed
349,599,620,real_estate,email,2021-07-16,closed,349,1114.61,TRUE,FALSE,FALSE,2022-04-12,lost_case
350,130,223,criminal,phone,2019-05-01,in_process,350,2821.35,TRUE,TRUE,FALSE,,in_progress
351,415,164,immigration,whatsapp,2026-09-12,closed,351,2919.63,TRUE,FALSE,FALSE,2026-09-12,lost_case
352,453,17,family,email,2023-02-20,under_investigation,352,4458.2,TRUE,FALSE,FALSE,,accepted
353,243,497,contract_review,phone,2024-06-07,closed,353,580.89,FALSE,FALSE,FALSE,2024-06-07,office_declined
354,755,957,real_estate,email,2026-09-12,closed,354,1077.39,FALSE,FALSE,TRUE,2026-09-12,resolved
355,519,94,family,email,2017-03-10,pending,355,4592.32,TRUE,FALSE,TRUE,,accepted
356,210,114,labor,email,2018-01-04,closed,356,3560.38,TRUE,TRUE,TRUE,2021-07-04,client_withdrawal
357,974,828,real_estate,whatsapp,2026-01-15,under_investigation,357,1857.39,FALSE,TRUE,FALSE,,in_progress
358,801,751,immigration,whatsapp,2026-09-12,closed,358,721.74,TRUE,FALSE,TRUE,2026-09-12,cancelled
359,554,572,family,whatsapp,2018-09-17,closed,359,3617.21,TRUE,FALSE,TRUE,2019-08-17,lost_case
360,675,872,immigration,email,2026-09-12,under_investigation,360,2772.24,TRUE,TRUE,FALSE,,in_progress
361,554,248,labor,whatsapp,2026-09-12,closed,361,2322.91,FALSE,TRUE,FALSE,2026-09-12,resolved
362,333,923,administrative,email,2026-09-12,closed,362,4050.06,FALSE,TRUE,FALSE,2026-09-12,completed
363,936,502,criminal,whatsapp,2017-11-27,in_process,363,4154.52,FALSE,TRUE,FALSE,,ongoing
364,417,82,civil,email,2026-09-12,under_review,364,3481.39,FALSE,TRUE,TRUE,,ongoing
365,384,696,administrative,email,2026-04-11,pending,365,1890.42,TRUE,TRUE,TRUE,,ongoing
366,407,842,labor,email,2026-09-12,closed,366,2858.25,TRUE,FALSE,FALSE,2026-09-12,cancelled
367,877,882,administrative,whatsapp,2019-03-04,closed,367,4018.81,TRUE,FALSE,TRUE,2026-09-12,completed
368,806,493,family,phone,2016-06-30,closed,368,2228.39,FALSE,FALSE,FALSE,2024-11-19,completed
369,129,11,labor,whatsapp,2019-06-17,closed,369,1854.99,TRUE,FALSE,FALSE,2019-06-17,cancelled
370,190,424,commercial,phone,2026-09-12,approved,370,1683.09,FALSE,FALSE,FALSE,,ongoing
371,288,445,labor,whatsapp,2017-12-14,closed,371,1539.48,FALSE,TRUE,FALSE,2026-09-12,completed
372,547,742,consultation,email,2024-09-17,in_process,372,3927.14,TRUE,TRUE,TRUE,,accepted
373,408,407,commercial,phone,2026-09-12,in_process,373,3057.58,TRUE,FALSE,FALSE,,ongoing
374,886,677,consultation,whatsapp,2026-09-12,closed,374,2541.03,FALSE,FALSE,FALSE,2026-09-12,lost_case
375,207,931,commercial,email,2019-08-07,closed,375,2646.05,FALSE,FALSE,FALSE,2022-03-31,office_declined
376,235,162,criminal,phone,2021-09-06,closed,376,1138.56,FALSE,FALSE,FALSE,2026-09-12,lost_case
377,649,150,immigration,email,2021-11-29,closed,377,1019.73,TRUE,FALSE,TRUE,2026-09-12,cancelled
378,39,913,labor,whatsapp,2017-03-10,closed,378,1502.62,FALSE,FALSE,TRUE,2026-09-12,resolved
379,724,881,consultation,email,2022-06-04,closed,379,3241.75,FALSE,FALSE,FALSE,2025-07-28,lost_case
380,889,196,administrative,whatsapp,2024-10-17,closed,380,3930.86,FALSE,TRUE,TRUE,2026-09-12,completed
381,164,556,commercial,whatsapp,2026-09-12,closed,381,2628.73,TRUE,TRUE,FALSE,2026-09-12,resolved
382,499,654,administrative,whatsapp,2015-03-06,closed,382,2286.58,FALSE,FALSE,FALSE,2026-09-12,cancelled
383,223,836,civil,email,2020-04-11,delayed,383,4192.67,TRUE,TRUE,TRUE,,accepted
384,864,917,family,phone,2021-07-26,closed,384,4022.67,FALSE,TRUE,TRUE,2021-07-26,office_declined
385,83,534,family,email,2026-09-12,closed,385,4251.85,TRUE,TRUE,FALSE,2026-09-12,completed
386,616,226,family,whatsapp,2022-04-29,closed,386,3454.1,FALSE,TRUE,FALSE,2026-09-12,cancelled
387,249,431,labor,email,2026-09-12,closed,387,3917.07,FALSE,TRUE,TRUE,2026-09-12,client_withdrawal
388,729,773,real_estate,email,2026-09-12,closed,388,3104.56,FALSE,FALSE,FALSE,2026-09-12,office_declined
389,19,994,family,whatsapp,2018-02-20,closed,389,1515.41,TRUE,FALSE,FALSE,2024-09-13,office_declined
390,554,572,commercial,email,2016-09-01,closed,390,3799.88,FALSE,TRUE,FALSE,2026-09-12,client_withdrawal
391,238,347,commercial,phone,2017-05-11,closed,391,1905.5,TRUE,TRUE,TRUE,2019-07-08,lost_case
392,619,498,criminal,email,2019-06-04,closed,392,668.42,TRUE,FALSE,TRUE,2026-09-12,resolved
393,431,137,administrative,email,2020-07-14,closed,393,1536.35,TRUE,TRUE,TRUE,2025-10-26,lost_case
394,649,150,family,email,2026-09-12,closed,394,1720.78,FALSE,FALSE,FALSE,2026-09-12,client_withdrawal
395,846,801,family,whatsapp,2019-06-02,closed,395,1423.25,TRUE,TRUE,TRUE,2019-06-02,lost_case
396,768,779,immigration,phone,2026-09-12,closed,396,1181.06,TRUE,TRUE,TRUE,2026-09-12,settled
397,828,244,consultation,email,2024-04-28,closed,397,1244.33,FALSE,FALSE,TRUE,2024-04-28,client_withdrawal
398,41,152,consultation,email,2022-04-09,closed,398,1249.17,TRUE,TRUE,TRUE,2026-09-12,settled
399,618,581,criminal,phone,2019-05-04,closed,399,4908.62,FALSE,TRUE,FALSE,2021-08-28,completed
400,111,211,immigration,phone,2026-09-12,closed,400,4412.73,TRUE,TRUE,TRUE,2026-09-12,office_declined
401,431,146,labor,whatsapp,2025-07-23,in_process,401,435.17,FALSE,FALSE,FALSE,,accepted
402,758,950,immigration,whatsapp,2023-08-24,closed,402,3401.79,TRUE,FALSE,FALSE,2023-08-24,completed
403,540,887,family,phone,2024-11-30,closed,403,1333.74,TRUE,TRUE,TRUE,2024-11-30,completed
404,971,28,criminal,whatsapp,2024-11-17,closed,404,578.59,TRUE,TRUE,TRUE,2026-09-12,lost_case
405,746,310,immigration,email,2026-06-29,under_investigation,405,4290.82,TRUE,FALSE,FALSE,,in_progress
406,994,610,criminal,phone,2026-09-12,closed,406,3590.62,FALSE,TRUE,FALSE,2026-09-12,settled
407,664,661,commercial,email,2026-09-12,closed,407,4823.9,TRUE,FALSE,FALSE,2026-09-12,office_declined
408,605,877,real_estate,whatsapp,2015-03-06,closed,408,587.59,FALSE,FALSE,TRUE,2026-02-28,client_withdrawal
409,321,700,real_estate,whatsapp,2018-06-27,closed,409,4480.65,FALSE,FALSE,FALSE,2019-12-27,resolved
410,48,490,family,whatsapp,2023-09-18,under_review,410,2626.69,FALSE,FALSE,TRUE,,in_progress
411,452,373,contract_review,whatsapp,2015-01-09,pending,411,1772.93,TRUE,TRUE,FALSE,,in_progress
412,779,128,real_estate,whatsapp,2015-02-16,closed,412,4801.81,TRUE,TRUE,TRUE,2026-09-12,cancelled
413,951,109,real_estate,phone,2026-09-12,closed,413,4378.99,TRUE,TRUE,FALSE,2026-09-12,client_withdrawal
414,29,406,contract_review,email,2026-09-12,pending,414,4877.89,FALSE,TRUE,TRUE,,in_progress
415,161,344,civil,email,2020-01-25,under_review,415,3728.24,TRUE,FALSE,TRUE,,ongoing
416,413,575,administrative,whatsapp,2026-09-12,closed,416,4017.02,TRUE,FALSE,TRUE,2026-09-12,client_withdrawal
417,486,408,commercial,whatsapp,2026-09-12,closed,417,3285.76,TRUE,FALSE,FALSE,2026-09-12,lost_case
418,170,369,administrative,whatsapp,2016-11-30,closed,418,455.39,TRUE,FALSE,FALSE,2026-09-12,completed
419,707,191,criminal,email,2015-02-11,closed,419,3459.99,TRUE,TRUE,TRUE,2026-09-12,completed
420,143,352,administrative,email,2026-09-12,pending,420,3555.06,FALSE,FALSE,FALSE,,accepted
421,692,750,administrative,phone,2026-09-12,in_process,421,1067.84,TRUE,FALSE,FALSE,,accepted
422,554,572,contract_review,phone,2024-01-08,pending,422,3046.26,FALSE,FALSE,FALSE,,ongoing
423,879,269,commercial,email,2016-02-16,closed,423,1527.82,FALSE,FALSE,FALSE,2026-03-03,client_withdrawal
424,42,465,immigration,email,2021-10-06,closed,424,1690.1,FALSE,TRUE,TRUE,2025-04-22,cancelled
425,798,774,consultation,email,2026-09-12,in_process,425,4089.57,FALSE,FALSE,TRUE,,accepted
426,895,601,immigration,whatsapp,2015-10-06,closed,426,1295.67,FALSE,TRUE,FALSE,2023-11-28,client_withdrawal
427,488,422,family,phone,2019-04-17,closed,427,807.11,TRUE,TRUE,FALSE,2026-09-12,cancelled
428,223,836,immigration,phone,2026-09-12,closed,428,3373.27,FALSE,FALSE,FALSE,2026-09-12,lost_case
429,153,1,administrative,whatsapp,2015-08-15,closed,429,2136.49,TRUE,FALSE,TRUE,2026-09-12,resolved
430,916,747,civil,phone,2022-11-13,closed,430,2267.26,TRUE,TRUE,FALSE,2026-09-12,office_declined
431,162,888,criminal,email,2026-09-12,closed,431,547.42,TRUE,TRUE,FALSE,2026-09-12,office_declined
432,680,625,real_estate,email,2017-02-11,pending,432,1812.84,TRUE,TRUE,TRUE,,ongoing
433,377,939,immigration,whatsapp,2026-09-12,closed,433,1970.65,FALSE,TRUE,TRUE,2026-09-12,settled
434,966,961,immigration,email,2026-09-12,rejected,434,1124.17,FALSE,FALSE,TRUE,,ongoing
435,854,566,criminal,whatsapp,2018-02-15,closed,435,3943.64,FALSE,TRUE,FALSE,2022-10-13,settled
436,869,454,consultation,email,2017-03-22,closed,436,3338.88,FALSE,FALSE,FALSE,2017-03-22,resolved
437,605,561,labor,phone,2023-01-15,closed,437,2001.38,FALSE,FALSE,TRUE,2023-01-15,lost_case
438,134,18,contract_review,email,2024-04-21,pending,438,1366.72,FALSE,FALSE,FALSE,,accepted
439,145,772,family,whatsapp,2026-09-12,delayed,439,2225.83,FALSE,TRUE,TRUE,,ongoing
440,399,808,criminal,phone,2025-10-08,closed,440,309.37,TRUE,FALSE,FALSE,2026-09-12,cancelled
441,885,232,commercial,whatsapp,2015-05-25,under_review,441,576.03,TRUE,FALSE,FALSE,,accepted
442,384,701,civil,whatsapp,2023-06-19,closed,442,3643.99,TRUE,TRUE,TRUE,2023-09-30,resolved
443,149,571,immigration,whatsapp,2026-09-12,closed,443,4638.31,TRUE,TRUE,FALSE,2026-09-12,cancelled
444,576,758,commercial,whatsapp,2024-01-29,closed,444,2962.78,FALSE,FALSE,TRUE,2026-09-12,lost_case
445,774,876,civil,whatsapp,2024-06-15,closed,445,2466.28,FALSE,TRUE,FALSE,2026-07-11,office_declined
446,119,138,family,whatsapp,2021-01-20,closed,446,3402.33,FALSE,TRUE,FALSE,2021-01-20,resolved
447,240,270,commercial,email,2019-03-21,closed,447,4129.51,FALSE,FALSE,TRUE,2019-03-21,resolved
448,927,414,immigration,whatsapp,2024-01-25,closed,448,4848.98,TRUE,TRUE,FALSE,2024-01-25,cancelled
449,13,550,contract_review,whatsapp,2026-09-12,closed,449,3631.14,TRUE,FALSE,TRUE,2026-09-12,lost_case
450,704,924,civil,phone,2016-10-19,rejected,450,4722.02,TRUE,FALSE,FALSE,,in_progress
451,759,528,criminal,email,2022-07-11,closed,451,3501.15,FALSE,FALSE,TRUE,2026-09-12,office_declined
452,32,933,family,email,2021-07-24,pending,452,1965.43,TRUE,FALSE,FALSE,,accepted
453,384,696,family,whatsapp,2024-03-03,closed,453,4309.77,TRUE,TRUE,FALSE,2024-03-03,client_withdrawal
454,454,142,criminal,phone,2019-03-08,closed,454,1167.05,FALSE,TRUE,TRUE,2019-03-08,settled
455,864,536,criminal,whatsapp,2017-11-18,closed,455,4700.82,TRUE,FALSE,FALSE,2026-09-12,office_declined
456,180,231,contract_review,phone,2017-12-07,under_review,456,2039.6,TRUE,FALSE,TRUE,,ongoing
457,605,877,family,phone,2016-11-25,under_investigation,457,3410.41,TRUE,TRUE,FALSE,,ongoing
458,812,197,family,whatsapp,2023-01-16,closed,458,4628.01,TRUE,TRUE,FALSE,2023-01-16,completed
459,416,522,contract_review,email,2024-08-10,closed,459,4365.49,FALSE,TRUE,TRUE,2024-08-11,completed
460,235,162,commercial,email,2026-09-12,in_process,460,815.54,FALSE,TRUE,FALSE,,accepted
461,802,565,immigration,whatsapp,2026-06-23,closed,461,3891.91,FALSE,FALSE,FALSE,2026-06-23,resolved
462,365,520,labor,whatsapp,2026-09-12,closed,462,3130.15,FALSE,FALSE,TRUE,2026-09-12,cancelled
463,828,244,real_estate,phone,2026-09-12,closed,463,1072.26,TRUE,TRUE,TRUE,2026-09-12,office_declined
464,254,829,labor,phone,2026-09-12,closed,464,4171.25,TRUE,TRUE,TRUE,2026-09-12,resolved
465,369,510,criminal,whatsapp,2019-09-03,approved,465,1027.87,TRUE,TRUE,FALSE,,ongoing
466,976,996,immigration,whatsapp,2024-05-23,closed,466,1124.54,FALSE,FALSE,FALSE,2026-09-12,cancelled
467,413,291,labor,whatsapp,2023-03-03,closed,467,3600.86,FALSE,FALSE,FALSE,2023-03-03,settled
468,811,29,administrative,whatsapp,2017-09-10,closed,468,1933.07,FALSE,FALSE,FALSE,2026-09-12,completed
469,841,51,labor,email,2026-09-12,closed,469,430.25,FALSE,TRUE,FALSE,2026-09-12,lost_case
470,19,848,labor,whatsapp,2019-02-19,under_investigation,470,2578.43,FALSE,TRUE,TRUE,,in_progress
471,660,546,contract_review,phone,2022-06-01,pending,471,2979.37,TRUE,TRUE,FALSE,,accepted
472,964,145,consultation,email,2017-06-22,approved,472,4434.5,TRUE,TRUE,FALSE,,in_progress
473,957,255,family,email,2016-06-07,closed,473,3931.97,TRUE,FALSE,FALSE,2026-09-12,settled
474,111,592,contract_review,email,2023-03-07,delayed,474,3544.37,FALSE,TRUE,FALSE,,ongoing
475,801,140,criminal,email,2026-09-12,closed,475,4657.92,FALSE,TRUE,TRUE,2026-09-12,resolved
476,431,397,real_estate,phone,2026-01-30,closed,476,3826.26,TRUE,TRUE,FALSE,2026-09-12,completed
477,826,320,administrative,phone,2023-08-24,closed,477,2883.36,TRUE,TRUE,FALSE,2026-09-12,office_declined
478,228,459,civil,whatsapp,2026-09-12,closed,478,489.97,TRUE,FALSE,FALSE,2026-09-12,lost_case
479,42,290,labor,email,2016-06-07,closed,479,4666.67,TRUE,TRUE,TRUE,2023-04-06,settled
480,66,159,commercial,whatsapp,2026-09-12,closed,480,1943.22,FALSE,TRUE,FALSE,2026-09-12,completed
481,825,884,consultation,phone,2016-07-27,closed,481,749.15,TRUE,FALSE,FALSE,2026-09-12,office_declined
482,417,792,consultation,email,2015-06-04,closed,482,4790.22,TRUE,TRUE,FALSE,2017-04-13,office_declined
483,597,201,labor,phone,2025-01-12,closed,483,2137.3,FALSE,TRUE,TRUE,2026-09-12,office_declined
484,519,948,immigration,phone,2023-06-11,closed,484,4809.41,FALSE,TRUE,FALSE,2023-06-11,settled
485,587,745,commercial,whatsapp,2016-05-17,closed,485,394.73,FALSE,FALSE,FALSE,2026-09-12,cancelled
486,96,413,contract_review,phone,2017-10-31,in_process,486,4660.33,FALSE,FALSE,TRUE,,accepted
487,431,603,civil,whatsapp,2026-09-12,closed,487,1315.71,FALSE,TRUE,TRUE,2026-09-12,cancelled
488,65,818,real_estate,whatsapp,2026-09-12,in_process,488,4873.71,TRUE,TRUE,FALSE,,ongoing
489,680,625,commercial,whatsapp,2025-12-04,closed,489,4340.16,FALSE,FALSE,FALSE,2025-12-04,client_withdrawal
490,41,152,contract_review,phone,2023-11-07,in_process,490,1481.19,TRUE,FALSE,TRUE,,accepted
491,551,238,commercial,whatsapp,2023-04-28,closed,491,4877.83,TRUE,TRUE,FALSE,2023-04-28,cancelled
492,901,705,real_estate,whatsapp,2022-04-12,closed,492,861.63,TRUE,FALSE,FALSE,2025-02-27,client_withdrawal
493,384,173,consultation,phone,2017-07-29,closed,493,4461.46,TRUE,FALSE,TRUE,2019-03-24,settled
494,886,543,family,whatsapp,2018-08-16,closed,494,4587.65,FALSE,TRUE,TRUE,2018-08-16,lost_case
495,780,166,civil,whatsapp,2023-03-26,approved,495,2779.24,TRUE,FALSE,TRUE,,accepted
496,479,703,immigration,email,2019-07-03,closed,496,2125.08,TRUE,FALSE,TRUE,2022-01-16,lost_case
497,139,746,commercial,email,2022-11-16,closed,497,1883.58,FALSE,FALSE,FALSE,2024-11-18,lost_case
498,666,713,administrative,whatsapp,2017-10-31,approved,498,825.16,FALSE,TRUE,FALSE,,accepted
499,29,406,contract_review,email,2026-09-12,closed,499,2184.16,TRUE,FALSE,TRUE,2026-09-12,completed
