consultation_id,client_id,inquiry_id,lawyer_id,scheduled_at,held_at,consultation_fee,consultation_invoice_id,paid_status,case_accepted
457,870,263,457,2025-09-05,2025-09-05,149.21,457,cancelled,FALSE
458,20,220,458,2021-03-05,,177.64,458,completed,
459,228,667,459,2020-08-14,2023-04-30,171.29,459,completed,FALSE
460,121,416,460,2021-10-29,2023-03-02,146.92,460,pending,FALSE
461,660,717,461,2030-06-23,,170.16,461,completed,
462,429,517,462,2024-04-23,,146.84,462,unpaid,
463,478,634,463,2027-07-05,,159.12,463,on_hold,
464,83,209,464,2022-06-23,2022-06-23,110.82,464,pending,TRUE
465,42,134,465,2024-06-03,2024-06-03,116.13,465,completed,FALSE
466,487,594,466,2024-05-11,2026-08-16,148.22,466,on_hold,FALSE
467,686,877,467,2026-10-11,,174.33,467,completed,
468,544,298,468,2026-02-13,,153.13,468,refunded,
469,972,43,469,2022-09-10,,126.45,469,on_hold,
470,376,193,470,2025-10-24,2025-10-24,121.48,470,cancelled,FALSE
471,554,843,471,2023-02-10,2025-01-17,171.33,471,refunded,FALSE
472,759,364,472,2026-01-22,,110.33,472,unpaid,
473,745,93,473,2021-01-19,2024-10-08,133.96,473,refunded,FALSE
474,235,333,474,2030-09-10,,152.63,474,completed,
475,485,762,475,2025-11-18,2025-11-18,148.56,475,cancelled,FALSE
476,693,288,476,2021-06-08,2021-06-08,131.1,476,unpaid,FALSE
477,988,336,477,2030-05-30,,163.57,477,failed,
478,517,663,478,2026-10-21,,121.44,478,cancelled,
479,407,661,479,2028-10-30,,157.5,479,processing,
480,226,39,480,2028-09-08,,126.28,480,refunded,
481,443,1,481,2024-02-20,,157.62,481,completed,
482,832,150,482,2021-11-08,,126.07,482,completed,
483,435,696,483,2020-03-17,,168.11,483,cancelled,
484,647,805,484,2025-03-01,,159.61,484,unpaid,
485,759,786,485,2025-02-14,,150.64,485,refunded,
486,876,271,486,2027-08-14,,104.49,486,completed,
487,524,162,487,2025-07-02,2025-07-02,143.02,487,on_hold,TRUE
488,121,61,488,2021-08-21,2022-02-23,117.46,488,completed,FALSE
489,251,861,489,2020-05-02,2025-01-19,131.58,489,completed,FALSE
490,48,620,490,2024-08-20,,177.58,490,refunded,
491,212,31,491,2025-07-04,,166.16,491,unpaid,
492,552,964,492,2022-08-15,2024-11-13,142.08,492,cancelled,FALSE
493,806,711,493,2020-11-13,2021-04-25,105.54,493,completed,FALSE
494,820,252,494,2025-04-27,2025-04-27,123.8,494,pending,FALSE
495,768,103,495,2026-04-17,2026-04-17,158.72,495,completed,FALSE
496,754,679,496,2021-09-26,2022-11-23,174.57,496,on_hold,TRUE
497,243,770,497,2025-01-19,,183.26,497,completed,
498,619,292,498,2023-09-09,,145.52,498,refunded,
499,825,246,499,2022-04-27,2023-07-18,168.08,499,pending,FALSE
500,414,580,500,2023-12-01,2023-12-01,182.01,500,on_hold,TRUE
501,168,63,501,2020-05-19,,106.15,501,completed,
502,936,600,502,2023-09-05,,167.21,502,refunded,
503,213,490,503,2027-12-27,,179.1,503,pending,
504,927,962,504,2023-10-26,2025-08-15,134.08,504,processing,TRUE
505,61,92,505,2029-08-28,,144.4,505,pending,
506,91,712,506,2026-04-23,,154.89,506,processing,
507,236,377,507,2021-01-14,2025-12-05,124.23,507,unpaid,TRUE
508,576,5,508,2021-05-21,2026-06-15,106.84,508,completed,FALSE
509,329,972,509,2022-01-29,,102.35,509,refunded,
510,369,499,510,2024-02-12,2024-02-12,145.82,510,processing,TRUE
511,218,361,511,2021-12-18,,127.91,511,unpaid,
512,966,896,512,2029-07-23,,115.62,512,refunded,
513,544,225,513,2022-06-19,,138.5,513,failed,
514,688,845,514,2028-07-21,,128.81,514,refunded,
515,506,91,515,2026-05-27,2026-05-27,138.41,515,on_hold,TRUE
516,139,375,516,2020-12-08,2026-05-19,112.61,516,pending,TRUE
517,416,727,517,2028-12-28,,174.83,517,completed,
518,3,441,518,2026-07-30,2026-07-30,145.58,518,pending,FALSE
519,996,365,519,2021-12-28,,136.79,519,refunded,
520,365,139,520,2023-01-03,2023-01-03,112.22,520,unpaid,TRUE
521,182,890,521,2028-12-09,,180.97,521,failed,
522,416,727,522,2022-11-01,2024-05-30,145.77,522,processing,FALSE
523,334,337,523,2025-01-13,,103.96,523,cancelled,
524,670,913,524,2021-01-08,,104.65,524,completed,
525,228,179,525,2021-03-21,,159.59,525,completed,
526,780,531,526,2023-04-08,2025-07-15,148.11,526,refunded,TRUE
527,145,510,527,2024-09-09,2026-04-21,160.15,527,refunded,FALSE
528,759,465,528,2029-08-01,,109.87,528,refunded,
529,333,157,529,2020-01-13,2024-09-28,179.88,529,pending,FALSE
530,235,809,530,2030-01-05,,154.19,530,unpaid,
531,998,591,531,2023-09-05,2023-09-24,183.71,531,processing,TRUE
532,471,254,532,2025-06-10,2025-06-10,129.73,532,completed,FALSE
533,403,334,533,2023-05-22,,100.63,533,completed,
534,83,209,534,2028-12-26,,172.66,534,pending,
535,534,275,535,2022-03-16,2024-11-30,101.11,535,completed,TRUE
536,864,71,536,2029-12-07,,171.89,536,pending,
537,993,420,537,2024-11-05,2024-11-05,154.02,537,processing,TRUE
538,334,354,538,2025-05-10,,169.02,538,failed,
539,594,195,539,2020-07-17,2022-01-29,173.48,539,unpaid,TRUE
540,818,86,540,2025-12-09,2025-12-09,178.07,540,pending,TRUE
541,544,757,541,2027-06-13,,130.98,541,completed,
542,295,304,542,2028-01-24,,160.87,542,completed,
543,886,524,543,2028-08-24,,129.98,543,on_hold,
544,811,297,544,2022-02-21,2022-07-27,151.33,544,completed,TRUE
545,152,406,545,2030-03-10,,128.68,545,processing,
546,660,201,546,2024-06-30,,140.45,546,refunded,
547,768,618,547,2023-09-19,2023-09-19,132.62,547,completed,FALSE
548,152,406,548,2023-04-24,2023-04-24,160.26,548,completed,TRUE
549,784,84,549,2028-03-10,,119.22,549,unpaid,
550,13,399,550,2030-05-21,,111.16,550,unpaid,
551,154,664,551,2027-07-11,,123.95,551,completed,
552,554,588,552,2024-04-27,2024-04-27,170.66,552,on_hold,TRUE
553,892,272,553,2028-11-20,,125.85,553,failed,
554,159,997,554,2028-12-29,,119.65,554,failed,
555,773,341,555,2030-10-13,,162.76,555,completed,
556,164,311,556,2030-03-29,,137.2,556,completed,
557,142,565,557,2023-11-04,,158.67,557,cancelled,
558,327,954,558,2030-11-07,,166.38,558,completed,
559,19,200,559,2028-02-29,,132.24,559,failed,
560,11,324,560,2025-04-15,2025-04-15,125.28,560,on_hold,TRUE
561,605,190,561,2022-08-23,2023-09-24,105.77,561,completed,TRUE
562,550,690,562,2024-03-21,,166.87,562,on_hold,
563,725,41,563,2022-08-21,2023-04-27,143.83,563,completed,FALSE
564,413,795,564,2024-11-21,2024-11-21,121.5,564,processing,TRUE
565,802,614,565,2021-12-31,,106.35,565,cancelled,
566,854,335,566,2027-01-23,,155.85,566,completed,
567,825,246,567,2025-12-30,,169.07,567,unpaid,
568,56,956,568,2022-09-01,,174.43,568,completed,
569,312,508,569,2021-12-19,2026-03-19,125.46,569,processing,FALSE
570,154,872,570,2020-11-20,,132.95,570,on_hold,
571,149,546,571,2026-09-22,,176.78,571,completed,
572,554,588,572,2027-05-24,,163.79,572,cancelled,
573,481,147,573,2024-11-19,,153.05,573,on_hold,
574,365,62,574,2027-03-26,,103.91,574,on_hold,
575,413,835,575,2020-12-09,2026-05-22,183.4,575,processing,FALSE
576,757,538,576,2020-09-30,2024-07-10,162.82,576,unpaid,FALSE
577,384,513,577,2027-01-27,,135.96,577,on_hold,
578,663,315,578,2028-03-14,,112.45,578,completed,
579,251,281,579,2022-05-20,2024-06-11,114.26,579,cancelled,TRUE
580,168,63,580,2023-09-11,2023-09-11,161.12,580,pending,TRUE
581,618,469,581,2028-03-07,,123.66,581,unpaid,
582,119,701,582,2026-12-05,,166.92,582,processing,
583,805,141,583,2023-12-13,,160.76,583,refunded,
584,519,702,584,2023-04-27,2025-11-21,135.42,584,completed,TRUE
585,429,159,585,2021-10-26,2022-06-18,173.24,585,pending,TRUE
586,828,294,586,2023-11-21,,155.44,586,unpaid,
587,846,427,587,2028-09-05,,134.33,587,completed,
588,76,552,588,2023-12-11,2023-12-11,171.12,588,completed,FALSE
589,370,556,589,2028-06-29,,107.52,589,cancelled,
590,154,664,590,2027-12-09,,167.76,590,refunded,
591,554,588,591,2022-04-10,,128.78,591,on_hold,
592,111,584,592,2030-12-16,,141.92,592,on_hold,
593,148,943,593,2023-01-14,2025-11-12,181.22,593,processing,TRUE
594,774,94,594,2030-12-02,,103.01,594,on_hold,
595,964,27,595,2022-07-07,,110.02,595,unpaid,
596,152,561,596,2022-05-07,2024-10-17,105.11,596,completed,FALSE
597,910,595,597,2021-11-14,2022-12-17,103.18,597,completed,TRUE
598,403,104,598,2021-12-28,,121.83,598,refunded,
599,962,355,599,2026-07-19,2026-07-19,104.85,599,on_hold,FALSE
600,717,58,600,2028-02-10,,170.51,600,processing,
601,895,983,601,2024-12-21,2024-12-21,127.87,601,on_hold,TRUE
602,689,351,602,2020-10-13,,132.35,602,unpaid,
603,431,476,603,2022-08-23,2022-08-23,128.86,603,completed,FALSE
604,146,548,604,2025-01-22,,134.46,604,completed,
605,501,144,605,2026-04-16,,161,605,completed,
606,529,814,606,2030-02-20,,121.11,606,completed,
607,501,922,607,2027-06-16,,182.37,607,completed,
608,983,309,608,2020-10-08,2022-02-01,101.9,608,failed,FALSE
609,306,841,609,2020-06-09,,143.16,609,refunded,
610,994,945,610,2025-01-12,2025-01-12,181.56,610,failed,FALSE
611,557,325,611,2027-12-15,,144.51,611,failed,
612,326,685,612,2021-04-29,,135.08,612,failed,
613,249,512,613,2025-09-10,2025-09-10,102.97,613,refunded,TRUE
614,2,768,614,2026-06-07,2026-06-07,167.13,614,completed,TRUE
615,356,927,615,2024-02-27,,141.69,615,pending,
616,4,432,616,2025-02-22,2025-02-22,170.99,616,completed,TRUE
617,326,685,617,2025-07-19,2025-07-19,170.94,617,on_hold,FALSE
618,850,497,618,2023-03-03,2023-03-03,107.95,618,completed,FALSE
619,987,856,619,2024-12-13,2026-08-08,136.02,619,completed,TRUE
620,599,599,620,2028-11-30,,173.07,620,completed,
621,774,94,621,2020-04-22,,174.81,621,completed,
622,887,327,622,2028-08-17,,158.45,622,unpaid,
623,410,398,623,2027-05-23,,148.44,623,completed,
624,105,575,624,2029-03-11,,125.78,624,completed,
625,680,82,625,2027-06-22,,125.99,625,processing,
626,932,903,626,2026-07-18,,164.94,626,completed,
627,381,339,627,2030-01-04,,183.73,627,completed,
628,429,517,628,2021-08-12,2023-09-20,158.38,628,cancelled,FALSE
629,668,477,629,2026-09-25,,172.94,629,cancelled,
630,537,883,630,2030-09-01,,131.63,630,pending,
631,972,388,631,2030-07-22,,152.83,631,cancelled,
632,437,534,632,2020-10-12,,121.58,632,refunded,
633,616,243,633,2027-04-04,,146.17,633,refunded,
634,846,427,634,2030-09-02,,113.08,634,failed,
635,196,523,635,2026-06-28,2026-06-28,151.73,635,cancelled,FALSE
636,56,956,636,2023-12-03,,177.69,636,cancelled,
637,523,820,637,2029-05-11,,174.56,637,processing,
638,154,923,638,2021-02-22,2025-12-11,145.29,638,unpaid,FALSE
639,768,318,639,2022-02-26,2024-08-23,182.94,639,unpaid,TRUE
640,31,316,640,2030-03-22,,143.31,640,processing,
641,514,992,641,2028-06-03,,172.94,641,unpaid,
642,782,37,642,2024-01-14,2026-01-21,159.19,642,completed,TRUE
643,161,528,643,2023-03-10,2024-08-12,101.91,643,pending,TRUE
644,419,448,644,2024-10-22,,170.47,644,completed,
645,951,699,645,2029-07-13,,135.86,645,failed,
646,554,765,646,2024-10-19,2024-10-19,128.91,646,pending,TRUE
647,502,231,647,2023-02-14,,100.64,647,failed,
648,399,865,648,2028-01-27,,157.28,648,on_hold,
649,749,933,649,2026-05-12,,167.62,649,completed,
650,976,665,650,2021-03-12,2021-09-19,104.63,650,unpaid,FALSE
651,826,544,651,2029-06-11,,138.42,651,completed,
652,334,354,652,2030-01-10,,124.18,652,completed,
653,32,654,653,2021-04-14,2022-11-15,139.83,653,cancelled,FALSE
654,499,301,654,2029-05-05,,166.45,654,pending,
655,301,394,655,2024-10-11,2024-10-11,156.45,655,completed,TRUE
656,573,937,656,2026-12-18,,155.11,656,cancelled,
657,259,840,657,2022-10-11,2022-10-11,126.66,657,failed,TRUE
658,867,78,658,2028-07-24,,157.49,658,completed,
659,669,894,659,2027-02-19,,154.21,659,refunded,
660,96,683,660,2026-07-14,2026-07-14,104.24,660,completed,FALSE
661,664,965,661,2021-11-20,2024-07-22,117.97,661,refunded,TRUE
662,346,507,662,2026-05-24,,118.82,662,completed,
663,196,523,663,2026-05-29,2026-05-29,131.27,663,unpaid,TRUE
664,660,717,664,2027-07-05,,105.73,664,cancelled,
665,94,10,665,2027-09-19,,113.04,665,pending,
666,324,806,666,2028-10-16,,103.07,666,completed,
667,472,996,667,2029-02-03,,116.28,667,completed,
668,67,506,668,2027-12-26,,149.96,668,unpaid,
669,151,409,669,2024-11-03,,121.34,669,completed,
670,94,680,670,2024-04-28,2024-04-28,177.46,670,completed,FALSE
671,128,505,671,2029-12-13,,104.62,671,processing,
672,83,17,672,2023-10-20,2024-07-21,112.38,672,unpaid,FALSE
673,343,102,673,2026-11-26,,136.61,673,failed,
674,971,462,674,2022-05-15,,113.93,674,completed,
675,35,675,675,2024-09-28,,101.94,675,pending,
676,251,861,676,2021-09-30,2021-09-30,117.34,676,cancelled,FALSE
677,886,524,677,2024-12-11,2024-12-11,151.65,677,pending,TRUE
678,267,247,678,2030-08-24,,167.93,678,on_hold,
679,119,720,679,2027-12-12,,156.72,679,on_hold,
680,236,342,680,2024-10-19,2024-10-19,112.33,680,completed,FALSE
681,772,750,681,2020-07-21,2026-04-12,141.4,681,completed,TRUE
682,255,710,682,2023-10-11,,133.16,682,processing,
683,171,74,683,2030-07-19,,136.3,683,processing,
684,524,496,684,2020-07-31,,135.08,684,completed,
685,466,605,685,2023-07-30,,107.63,685,on_hold,
686,725,192,686,2020-04-05,,153.54,686,completed,
687,415,802,687,2026-11-12,,109.77,687,cancelled,
688,844,698,688,2024-09-12,2024-09-12,160.75,688,refunded,FALSE
689,90,19,689,2027-11-09,,171.34,689,failed,
690,588,585,690,2025-08-15,,135.14,690,completed,
691,475,960,691,2025-09-13,,171.3,691,pending,
692,829,909,692,2027-01-12,,157.92,692,completed,
693,972,388,693,2025-12-30,2025-12-30,135.44,693,pending,TRUE
694,384,854,694,2028-01-18,,176.3,694,pending,
695,482,995,695,2030-05-21,,146.78,695,refunded,
696,384,854,696,2025-12-14,2025-12-14,168.51,696,completed,TRUE
697,570,3,697,2023-09-09,,151.53,697,completed,
698,381,888,698,2020-07-22,2022-11-23,159.23,698,completed,TRUE
699,143,738,699,2029-05-07,,150,699,completed,
700,321,737,700,2021-12-06,,174.65,700,refunded,
701,384,868,701,2021-01-31,2022-01-17,164.76,701,completed,TRUE
702,312,508,702,2024-06-25,2024-06-25,125.8,702,pending,FALSE
703,479,447,703,2023-02-09,2023-02-09,162.8,703,failed,FALSE
704,145,562,704,2030-04-14,,138.27,704,pending,
705,901,122,705,2020-04-19,,149.93,705,failed,
706,804,286,706,2029-07-02,,107.64,706,refunded,
707,244,917,707,2025-11-25,2025-11-25,121.11,707,pending,FALSE
708,605,190,708,2026-10-15,,115.3,708,processing,
709,682,729,709,2021-08-08,2021-08-08,123.37,709,completed,TRUE
710,544,834,710,2029-09-19,,174.56,710,processing,
711,609,329,711,2028-08-25,,175.18,711,pending,
712,902,656,712,2029-04-07,,112.99,712,completed,
713,666,109,713,2022-05-12,2022-05-12,171.58,713,cancelled,FALSE
714,155,628,714,2021-03-29,,161.68,714,refunded,
715,484,837,715,2025-02-07,2025-02-07,112.49,715,pending,FALSE
716,890,751,716,2030-06-21,,144.87,716,on_hold,
717,943,353,717,2028-05-08,,161.01,717,processing,
718,612,222,718,2029-02-04,,173.49,718,pending,
719,145,510,719,2024-07-04,,151.01,719,cancelled,
720,342,998,720,2021-07-08,2025-01-03,144.35,720,pending,TRUE
721,626,838,721,2020-12-07,,172.43,721,on_hold,
722,697,146,722,2021-08-28,,134.6,722,failed,
723,82,974,723,2027-03-06,,160.62,723,failed,
724,657,961,724,2029-04-21,,172.58,724,unpaid,
725,927,895,725,2025-08-19,,128.25,725,pending,
726,802,614,726,2025-11-25,2025-11-25,135.09,726,refunded,FALSE
727,933,536,727,2029-09-30,,103.18,727,completed,
728,471,254,728,2025-02-28,,181.72,728,completed,
729,701,832,729,2029-02-01,,120.67,729,pending,
730,207,555,730,2025-08-11,2025-08-11,145.56,730,completed,TRUE
731,132,473,731,2022-12-12,2022-12-12,148.28,731,completed,TRUE
732,321,737,732,2024-05-05,2024-05-05,128.6,732,completed,TRUE
733,407,367,733,2024-06-01,2024-06-01,114.51,733,processing,FALSE
734,763,403,734,2023-03-05,,183.73,734,completed,
735,374,713,735,2027-03-01,,111.02,735,cancelled,
736,877,83,736,2030-12-26,,159.57,736,completed,
737,787,583,737,2024-09-07,,168.27,737,completed,
738,152,561,738,2020-11-23,,146.74,738,completed,
739,794,705,739,2020-09-04,2021-10-01,174.65,739,completed,FALSE
740,202,206,740,2030-03-08,,100.94,740,processing,
741,180,183,741,2030-01-09,,120,741,refunded,
742,547,228,742,2023-02-12,2023-02-12,180.04,742,processing,FALSE
743,329,972,743,2024-06-02,,145.7,743,pending,
744,781,934,744,2026-11-16,,154.67,744,cancelled,
745,587,23,745,2022-11-02,,107.47,745,on_hold,
746,139,387,746,2024-07-07,2026-03-27,124.6,746,cancelled,TRUE
747,916,586,747,2021-08-15,2021-08-15,174.24,747,completed,TRUE
748,236,377,748,2021-11-25,2023-12-19,100.17,748,pending,FALSE
749,842,446,749,2030-11-28,,181.89,749,completed,
750,692,344,750,2028-04-09,,116.89,750,unpaid,
751,801,452,751,2029-10-16,,172.88,751,refunded,
752,141,629,752,2027-11-11,,113,752,completed,
753,117,368,753,2024-11-10,2024-11-10,151.3,753,cancelled,FALSE
754,576,313,754,2028-02-12,,172.67,754,completed,
755,844,698,755,2024-06-28,,147.79,755,unpaid,
756,660,717,756,2026-05-18,2026-05-18,132.57,756,refunded,FALSE
757,797,307,757,2028-09-13,,149.61,757,failed,
758,576,313,758,2024-08-13,2024-08-13,174.64,758,processing,FALSE
759,773,323,759,2022-11-09,,147.47,759,completed,
760,321,723,760,2025-11-14,2025-11-14,106.17,760,processing,FALSE
761,828,294,761,2025-05-20,,155.99,761,completed,
762,291,419,762,2022-12-23,2025-11-04,170.88,762,cancelled,TRUE
763,170,766,763,2020-11-19,,105.79,763,pending,
764,456,322,764,2028-02-07,,108.33,764,processing,
765,295,304,765,2029-05-03,,142.43,765,failed,
766,833,382,766,2027-09-26,,120.56,766,failed,
767,267,165,767,2022-10-02,,107.74,767,failed,
768,561,658,768,2024-01-16,2025-01-04,159.44,768,unpaid,TRUE
769,90,19,769,2022-07-28,2026-04-23,143.66,769,processing,TRUE
770,152,554,770,2020-07-07,,168.43,770,pending,
771,82,385,771,2029-10-30,,170.58,771,on_hold,
772,145,969,772,2029-09-09,,122.56,772,unpaid,
773,729,372,773,2030-11-16,,183.14,773,processing,
774,798,749,774,2024-09-30,,173.04,774,completed,
775,429,224,775,2029-11-03,,169.45,775,refunded,
776,445,566,776,2027-09-02,,170.53,776,cancelled,
777,758,797,777,2027-01-23,,168.34,777,on_hold,
778,311,880,778,2029-05-12,,157.49,778,unpaid,
779,768,318,779,2029-02-07,,180.14,779,pending,
780,11,589,780,2021-05-09,,100.54,780,processing,
781,132,473,781,2027-11-25,,140.59,781,refunded,
782,951,699,782,2023-02-10,2023-02-10,148.53,782,processing,TRUE
783,703,673,783,2025-10-20,2025-10-20,152.74,783,completed,FALSE
784,322,774,784,2026-08-19,2026-08-19,173.05,784,completed,FALSE
785,475,8,785,2020-08-22,2025-07-17,107.32,785,completed,TRUE
786,605,467,786,2028-01-30,,105.69,786,completed,
787,951,699,787,2027-07-09,,157.51,787,completed,
788,454,423,788,2026-04-11,2026-04-11,107.06,788,failed,TRUE
789,933,911,789,2022-12-01,,100.88,789,cancelled,
790,449,464,790,2027-07-10,,171.84,790,cancelled,
791,458,295,791,2021-05-14,2021-07-11,115.68,791,completed,TRUE
792,417,509,792,2026-07-14,,156.41,792,failed,
793,759,465,793,2023-07-31,,119.82,793,on_hold,
794,805,752,794,2021-08-29,,117.6,794,failed,
795,541,537,795,2030-01-25,,179.82,795,failed,
796,451,284,796,2023-03-30,,157.98,796,on_hold,
797,883,485,797,2021-12-10,2023-03-29,141.96,797,on_hold,TRUE
798,542,775,798,2025-12-05,2025-12-05,124.38,798,failed,TRUE
799,475,8,799,2020-07-24,2026-08-05,162.15,799,pending,FALSE
800,537,883,800,2029-07-20,,139.18,800,on_hold,
801,846,439,801,2025-05-23,,101.48,801,completed,
802,768,103,802,2024-10-15,,107.52,802,on_hold,
803,988,223,803,2021-10-01,2022-11-12,116.77,803,completed,TRUE
804,334,354,804,2026-11-19,,152.86,804,unpaid,
805,413,835,805,2026-08-12,2026-08-12,145.89,805,processing,FALSE
806,486,241,806,2030-06-30,,111.53,806,completed,
807,169,756,807,2028-12-07,,180.52,807,on_hold,
808,399,865,808,2027-07-25,,178.55,808,failed,
809,145,510,809,2024-03-22,2024-03-22,154.3,809,failed,TRUE
810,859,484,810,2020-07-25,,121.72,810,failed,
811,334,851,811,2028-05-14,,145.65,811,failed,
812,31,316,812,2027-04-15,,103.9,812,on_hold,
813,622,647,813,2021-03-16,2021-03-16,100.55,813,completed,TRUE
814,316,811,814,2021-02-26,,167.75,814,processing,
815,235,809,815,2025-12-25,2025-12-25,123.95,815,cancelled,TRUE
816,793,579,816,2022-05-06,2024-02-11,142.85,816,completed,TRUE
817,927,895,817,2023-07-05,2023-07-19,148.42,817,processing,FALSE
818,65,371,818,2027-05-20,,151.06,818,completed,
819,381,339,819,2026-10-13,,181.07,819,cancelled,
820,294,716,820,2022-08-15,,117.97,820,completed,
821,341,97,821,2023-01-30,2023-01-30,175.7,821,refunded,TRUE
822,662,227,822,2026-02-16,,146.62,822,pending,
823,255,687,823,2028-08-19,,165.83,823,on_hold,
824,612,222,824,2028-08-31,,126.52,824,completed,
825,149,546,825,2023-11-11,2023-11-11,127.72,825,processing,TRUE
826,865,459,826,2024-08-14,,175.04,826,cancelled,
827,501,144,827,2029-12-17,,161.38,827,unpaid,
828,974,498,828,2027-01-30,,175.27,828,completed,
829,254,4,829,2028-03-03,,141.3,829,processing,
830,429,159,830,2023-10-10,2023-10-10,101.43,830,cancelled,TRUE
831,251,847,831,2021-03-23,2025-04-06,131.28,831,failed,TRUE
832,11,589,832,2021-09-23,2021-09-23,169.55,832,pending,TRUE
833,300,456,833,2027-03-02,,111.41,833,on_hold,
834,554,791,834,2024-08-20,2024-09-07,144.31,834,on_hold,TRUE
835,346,507,835,2025-10-13,2025-10-13,128.94,835,cancelled,FALSE
836,223,282,836,2030-07-26,,158.85,836,on_hold,
837,757,994,837,2027-06-30,,175.16,837,cancelled,
838,212,511,838,2028-01-28,,158.69,838,refunded,
839,642,345,839,2028-02-19,,108.99,839,failed,
840,445,566,840,2024-11-01,,159.71,840,unpaid,
841,53,343,841,2022-03-30,2022-12-31,113.16,841,unpaid,TRUE
842,407,367,842,2024-08-05,2024-08-05,157.48,842,unpaid,TRUE
843,190,196,843,2026-06-15,,142.65,843,pending,
844,488,204,844,2024-08-13,2025-09-08,126.4,844,pending,TRUE
845,983,309,845,2020-02-05,2024-09-11,130.91,845,cancelled,FALSE
846,484,837,846,2024-08-10,,108.88,846,on_hold,
847,157,864,847,2023-07-30,2023-11-04,170.8,847,cancelled,FALSE
848,19,291,848,2024-11-18,2024-11-24,173.24,848,refunded,FALSE
849,107,853,849,2029-07-18,,166.76,849,cancelled,
850,408,582,850,2026-03-01,2026-03-01,150.46,850,unpaid,FALSE
851,28,65,851,2029-10-04,,162.73,851,cancelled,
852,221,918,852,2022-02-13,,101.36,852,cancelled,
853,804,286,853,2029-05-02,,100.23,853,completed,
854,993,420,854,2028-06-11,,130.31,854,pending,
855,44,577,855,2020-05-16,,139.65,855,refunded,
856,935,533,856,2030-07-31,,154.3,856,failed,
857,377,72,857,2030-08-13,,131,857,processing,
858,879,81,858,2022-10-06,2022-10-29,124.43,858,processing,FALSE
859,836,816,859,2025-02-22,2025-02-22,165.58,859,completed,TRUE
860,142,565,860,2023-06-21,2023-06-21,153.26,860,completed,FALSE
861,17,68,861,2030-12-10,,177.85,861,processing,
862,706,915,862,2024-06-16,2024-06-16,156.8,862,refunded,FALSE
863,623,383,863,2022-10-03,2022-11-27,101.14,863,completed,FALSE
864,453,822,864,2030-02-27,,126.72,864,on_hold,
865,382,137,865,2024-12-17,,119.68,865,refunded,
866,347,258,866,2024-12-13,,134.71,866,on_hold,
867,547,332,867,2027-09-26,,142.08,867,cancelled,
868,972,388,868,2025-06-14,2025-06-14,162.75,868,refunded,FALSE
869,951,699,869,2021-07-10,,111.51,869,failed,
870,4,432,870,2023-12-22,,172.6,870,completed,
871,905,644,871,2030-04-23,,165.28,871,on_hold,
872,675,114,872,2024-11-29,,131.85,872,refunded,
873,837,194,873,2021-09-24,2022-10-02,124.77,873,unpaid,TRUE
874,390,670,874,2021-02-27,2025-02-18,101.25,874,cancelled,TRUE
875,458,942,875,2029-03-26,,136.14,875,cancelled,
876,774,706,876,2025-12-02,,173.76,876,processing,
877,605,190,877,2026-08-16,2026-08-16,133.78,877,completed,FALSE
878,787,112,878,2020-10-09,,153.89,878,pending,
879,694,444,879,2022-12-27,,127.53,879,failed,
880,413,835,880,2021-02-04,2021-02-04,147.96,880,processing,TRUE
881,724,668,881,2027-08-09,,145.2,881,processing,
882,877,153,882,2020-01-09,2026-01-31,153.91,882,processing,TRUE
883,404,347,883,2025-03-25,2025-03-25,182.53,883,pending,FALSE
884,825,799,884,2028-10-31,,174.84,884,processing,
885,449,464,885,2020-03-10,2024-11-02,166.48,885,completed,FALSE
886,20,331,886,2022-11-16,2025-01-09,127.22,886,processing,FALSE
887,540,255,887,2020-11-16,2023-11-08,110.13,887,cancelled,TRUE
888,162,902,888,2025-07-18,2025-07-18,151.38,888,failed,TRUE
889,485,762,889,2025-06-04,,100.61,889,on_hold,
890,387,988,890,2024-01-27,2025-02-08,139.69,890,cancelled,TRUE
891,170,766,891,2026-02-11,2026-02-11,161.52,891,unpaid,TRUE
892,879,81,892,2026-11-30,,135.66,892,completed,
893,11,754,893,2025-06-12,2025-06-17,118.7,893,unpaid,TRUE
894,899,500,894,2025-05-29,2025-05-29,110.75,894,completed,TRUE
895,339,148,895,2023-09-17,,182.74,895,completed,
896,501,144,896,2021-02-27,,138.18,896,processing,
897,129,627,897,2026-10-04,,147.28,897,on_hold,
898,704,924,898,2026-11-08,,141.38,898,unpaid,
899,409,831,899,2020-11-04,,112.39,899,unpaid,
900,547,269,900,2029-04-03,,103.09,900,pending,
901,96,181,901,2028-07-17,,105.13,901,completed,
902,471,254,902,2028-09-08,,159.06,902,completed,
903,570,3,903,2025-09-19,,124.78,903,completed,
904,61,317,904,2030-01-01,,130.47,904,completed,
905,694,444,905,2025-08-23,2025-08-23,140.86,905,failed,TRUE
906,19,291,906,2029-01-04,,178.55,906,cancelled,
907,425,606,907,2021-09-20,2023-03-02,103.05,907,completed,TRUE
908,96,683,908,2027-08-30,,179.93,908,failed,
909,846,427,909,2021-04-30,,161.45,909,processing,
910,509,54,910,2021-05-07,,118.23,910,on_hold,
911,657,961,911,2027-05-25,,108.84,911,completed,
912,742,659,912,2028-11-02,,129.22,912,processing,
913,39,572,913,2027-10-12,,153.1,913,on_hold,
914,599,827,914,2030-05-23,,131.81,914,cancelled,
